tDate,Country,Vaccine,NumberOfVaccinated
2021-05-06,Chile,Oxford/AstraZeneca,78225
2021-05-06,Chile,Pfizer/BioNTech,2327219
2021-05-06,Chile,Sinovac,13134153
2021-05-06,Czechia,Johnson&Johnson,13008
2021-05-06,Czechia,Moderna,354228
2021-05-06,Czechia,Oxford/AstraZeneca,400640
2021-05-06,Czechia,Pfizer/BioNTech,2770175
2021-05-06,France,Johnson&Johnson,92191
2021-05-06,France,Moderna,2070712
2021-05-06,France,Oxford/AstraZeneca,4110465
2021-05-06,France,Pfizer/BioNTech,18464309
2021-05-06,Germany,Johnson&Johnson,19561
2021-05-06,Germany,Moderna,2153586
2021-05-06,Germany,Oxford/AstraZeneca,6562903
2021-05-06,Germany,Pfizer/BioNTech,25049977
2021-05-06,Iceland,Johnson&Johnson,7935
2021-05-06,Iceland,Moderna,12479
2021-05-06,Iceland,Oxford/AstraZeneca,59706
2021-05-06,Iceland,Pfizer/BioNTech,104432
2021-05-06,Italy,Johnson&Johnson,145488
2021-05-06,Italy,Moderna,1782529
2021-05-06,Italy,Oxford/AstraZeneca,4958735
2021-05-06,Italy,Pfizer/BioNTech,15920640
2021-05-06,Latvia,Johnson&Johnson,635
2021-05-06,Latvia,Moderna,84094
2021-05-06,Latvia,Oxford/AstraZeneca,151825
2021-05-06,Latvia,Pfizer/BioNTech,140252
2021-05-06,Lithuania,Johnson&Johnson,2058
2021-05-06,Lithuania,Moderna,96418
2021-05-06,Lithuania,Oxford/AstraZeneca,229570
2021-05-06,Lithuania,Pfizer/BioNTech,787898
2021-05-06,Switzerland,Moderna,1585586
2021-05-06,Switzerland,Pfizer/BioNTech,1556144
2021-05-06,United States,Johnson&Johnson,8627243
2021-05-06,United States,Moderna,109041458
2021-05-06,United States,Pfizer/BioNTech,134116885
