tDate,Country,Vaccine,NumberOfVaccinated
2022-05-12,Chile,CanSino,0
2022-05-12,Chile,Moderna,0
2022-05-12,Chile,Oxford/AstraZeneca,549674
2022-05-12,Chile,Pfizer/BioNTech,7968079
2022-05-12,Chile,Sinovac,25747674
2022-05-12,Czechia,Johnson&Johnson,412834
2022-05-12,Czechia,Moderna,1595292
2022-05-12,Czechia,Novavax,7120
2022-05-12,Czechia,Pfizer/BioNTech,14696625
2022-05-12,France,Johnson&Johnson,1087197
2022-05-12,France,Moderna,23660043
2022-05-12,France,Novavax,17763
2022-05-12,France,Oxford/AstraZeneca,7859057
2022-05-12,France,Pfizer/BioNTech,111293808
2022-05-12,Germany,Johnson&Johnson,3720695
2022-05-12,Germany,Moderna,30483221
2022-05-12,Germany,Novavax,116234
2022-05-12,Germany,Oxford/AstraZeneca,12877170
2022-05-12,Germany,Pfizer/BioNTech,132150382
2022-05-12,Italy,Moderna,33937846
2022-05-12,Italy,Novavax,40642
2022-05-12,Italy,Pfizer/BioNTech,89601061
2022-05-12,Latvia,Johnson&Johnson,293574
2022-05-12,Latvia,Moderna,713687
2022-05-12,Latvia,Pfizer/BioNTech,1618137
2022-05-12,South Korea,Johnson&Johnson,1543113
2022-05-12,South Korea,Moderna,24579793
2022-05-12,South Korea,Novavax,456963
2022-05-12,South Korea,Oxford/AstraZeneca,20319491
2022-05-12,South Korea,Pfizer/BioNTech,77515987
2022-05-12,United States,Johnson&Johnson,18740901
2022-05-12,United States,Moderna,218799948
2022-05-12,United States,Pfizer/BioNTech,342409868
