Date,Country,Vaccine,NumberOfVaccinated
2021-06-11,Chile,CanSino,200567
2021-06-11,Chile,Oxford/AstraZeneca,371159
2021-06-11,Chile,Pfizer/BioNTech,3683731
2021-06-11,Chile,Sinovac,16156518
2021-06-11,Czechia,Johnson&Johnson,66854
2021-06-11,Czechia,Moderna,579747
2021-06-11,Czechia,Oxford/AstraZeneca,632629
2021-06-11,Czechia,Pfizer/BioNTech,5185584
2021-06-11,France,Johnson&Johnson,436524
2021-06-11,France,Moderna,3970758
2021-06-11,France,Oxford/AstraZeneca,5792970
2021-06-11,France,Pfizer/BioNTech,33466560
2021-06-11,Germany,Johnson&Johnson,1252475
2021-06-11,Germany,Moderna,4802250
2021-06-11,Germany,Oxford/AstraZeneca,9920160
2021-06-11,Germany,Pfizer/BioNTech,44083570
2021-06-11,Iceland,Johnson&Johnson,26545
2021-06-11,Iceland,Moderna,28307
2021-06-11,Iceland,Oxford/AstraZeneca,78294
2021-06-11,Iceland,Pfizer/BioNTech,184078
2021-06-11,Italy,Johnson&Johnson,1121436
2021-06-11,Italy,Moderna,3803868
2021-06-11,Italy,Oxford/AstraZeneca,7962673
2021-06-11,Italy,Pfizer/BioNTech,28422344
2021-06-11,Latvia,Johnson&Johnson,38418
2021-06-11,Latvia,Moderna,177621
2021-06-11,Latvia,Oxford/AstraZeneca,232407
2021-06-11,Latvia,Pfizer/BioNTech,514742
2021-06-11,Lithuania,Johnson&Johnson,64950
2021-06-11,Lithuania,Moderna,173119
2021-06-11,Lithuania,Oxford/AstraZeneca,372674
2021-06-11,Lithuania,Pfizer/BioNTech,1324941
2021-06-11,Switzerland,Moderna,3577735
2021-06-11,Switzerland,Pfizer/BioNTech,2438558
2021-06-11,United States,Johnson&Johnson,11383522
2021-06-11,United States,Moderna,127990366
2021-06-11,United States,Pfizer/BioNTech,166905188
