tDate,Country,Vaccine,NumberOfVaccinated
2022-07-25,Chile,Pfizer/BioNTech,8037884
2022-07-25,Chile,Sinovac,25903847
2022-07-25,Czechia,Johnson&Johnson,413285
2022-07-25,Czechia,Moderna,1606972
2022-07-25,Czechia,Novavax,9193
2022-07-25,Czechia,Pfizer/BioNTech,14811250
2022-07-25,France,Johnson&Johnson,1088748
2022-07-25,France,Moderna,23867894
2022-07-25,France,Novavax,28681
2022-07-25,France,Pfizer/BioNTech,115318064
2022-07-25,Germany,Johnson&Johnson,3749085
2022-07-25,Germany,Moderna,31341122
2022-07-25,Germany,Novavax,134521
2022-07-25,Germany,Oxford/AstraZeneca,12794722
2022-07-25,Germany,Pfizer/BioNTech,135691639
2022-07-25,Italy,Moderna,34213508
2022-07-25,Italy,Novavax,42583
2022-07-25,Italy,Pfizer/BioNTech,91354339
2022-07-25,Japan,Moderna,68021420
2022-07-25,Japan,Novavax,78648
2022-07-25,Japan,Pfizer/BioNTech,226517828
2022-07-25,South Korea,Johnson&Johnson,1543832
2022-07-25,South Korea,Moderna,24861888
2022-07-25,South Korea,Novavax,651789
2022-07-25,South Korea,Pfizer/BioNTech,79377978
2022-07-25,Switzerland,Johnson&Johnson,61856
2022-07-25,Switzerland,Moderna,9862348
2022-07-25,Switzerland,Novavax,44
2022-07-25,Switzerland,Pfizer/BioNTech,5921405
