Date,Country,Vaccine,NumberOfVaccinated
2021-08-18,Chile,CanSino,514494
2021-08-18,Chile,Oxford/AstraZeneca,475287
2021-08-18,Chile,Pfizer/BioNTech,6894048
2021-08-18,Chile,Sinovac,19047660
2021-08-18,Czechia,Johnson&Johnson,178895
2021-08-18,Czechia,Moderna,881233
2021-08-18,Czechia,Oxford/AstraZeneca,874469
2021-08-18,Czechia,Pfizer/BioNTech,9161096
2021-08-18,France,Johnson&Johnson,974427
2021-08-18,France,Moderna,8203359
2021-08-18,France,Oxford/AstraZeneca,7761076
2021-08-18,France,Pfizer/BioNTech,65488197
2021-08-18,Germany,Johnson&Johnson,2663036
2021-08-18,Germany,Moderna,9119492
2021-08-18,Germany,Oxford/AstraZeneca,12601981
2021-08-18,Germany,Pfizer/BioNTech,74362686
2021-08-18,Iceland,Johnson&Johnson,53552
2021-08-18,Iceland,Moderna,59331
2021-08-18,Iceland,Oxford/AstraZeneca,115350
2021-08-18,Iceland,Pfizer/BioNTech,282747
2021-08-18,Italy,Johnson&Johnson,1406671
2021-08-18,Italy,Moderna,8305322
2021-08-18,Italy,Oxford/AstraZeneca,12023451
2021-08-18,Italy,Pfizer/BioNTech,52851512
2021-08-18,Latvia,Johnson&Johnson,109483
2021-08-18,Latvia,Moderna,227594
2021-08-18,Latvia,Oxford/AstraZeneca,294073
2021-08-18,Latvia,Pfizer/BioNTech,813611
2021-08-18,Lithuania,Johnson&Johnson,304272
2021-08-18,Lithuania,Moderna,236896
2021-08-18,Lithuania,Oxford/AstraZeneca,527525
2021-08-18,Lithuania,Pfizer/BioNTech,1922832
2021-08-18,South Korea,Johnson&Johnson,1129787
2021-08-18,South Korea,Moderna,1761761
2021-08-18,South Korea,Oxford/AstraZeneca,15077967
2021-08-18,South Korea,Pfizer/BioNTech,16034224
2021-08-18,Switzerland,Moderna,6207162
2021-08-18,Switzerland,Pfizer/BioNTech,3126086
2021-08-18,United States,Johnson&Johnson,13973354
2021-08-18,United States,Moderna,142239152
2021-08-18,United States,Pfizer/BioNTech,202051500
