tDate,Country,Vaccine,NumberOfVaccinated
2022-12-15,Czechia,Moderna,1640493
2022-12-15,Czechia,Novavax,11012
2022-12-15,Czechia,Pfizer/BioNTech,15628208
2022-12-15,France,Johnson&Johnson,1090266
2022-12-15,France,Moderna,24079287
2022-12-15,France,Novavax,36109
2022-12-15,France,Pfizer/BioNTech,119711387
2022-12-15,Germany,Johnson&Johnson,3756796
2022-12-15,Germany,Moderna,31558322
2022-12-15,Germany,Novavax,156083
2022-12-15,Germany,Pfizer/BioNTech,137926715
2022-12-15,Germany,Valneva,4866
2022-12-15,Italy,Moderna,34275145
2022-12-15,Italy,Pfizer/BioNTech,95173289
2022-12-15,Japan,Moderna,82153219
2022-12-15,Japan,Novavax,267671
2022-12-15,Japan,Pfizer/BioNTech,279256591
2022-12-15,South Korea,Johnson&Johnson,1518078
2022-12-15,South Korea,Moderna,13458328
2022-12-15,South Korea,Novavax,251185
2022-12-15,South Korea,Pfizer/BioNTech,52595284
2022-12-15,South Korea,SKYCovione,407
