Date,Country,Vaccine,NumberOfVaccinated
2021-06-30,Chile,CanSino,414027
2021-06-30,Chile,Oxford/AstraZeneca,368190
2021-06-30,Chile,Pfizer/BioNTech,4671721
2021-06-30,Chile,Sinovac,17483840
2021-06-30,Czechia,Johnson&Johnson,90945
2021-06-30,Czechia,Moderna,711011
2021-06-30,Czechia,Oxford/AstraZeneca,740943
2021-06-30,Czechia,Pfizer/BioNTech,6704578
2021-06-30,France,Johnson&Johnson,560092
2021-06-30,France,Moderna,5109210
2021-06-30,France,Oxford/AstraZeneca,6814300
2021-06-30,France,Pfizer/BioNTech,41999741
2021-06-30,Germany,Johnson&Johnson,1938044
2021-06-30,Germany,Moderna,6475684
2021-06-30,Germany,Oxford/AstraZeneca,11524692
2021-06-30,Germany,Pfizer/BioNTech,55008593
2021-06-30,Iceland,Johnson&Johnson,50225
2021-06-30,Iceland,Moderna,38106
2021-06-30,Iceland,Oxford/AstraZeneca,102116
2021-06-30,Iceland,Pfizer/BioNTech,232434
2021-06-30,Italy,Johnson&Johnson,1232065
2021-06-30,Italy,Moderna,4989762
2021-06-30,Italy,Oxford/AstraZeneca,8917008
2021-06-30,Italy,Pfizer/BioNTech,36482911
2021-06-30,Japan,Moderna,1131895
2021-06-30,Japan,Pfizer/BioNTech,45215825
2021-06-30,Latvia,Johnson&Johnson,57516
2021-06-30,Latvia,Moderna,201087
2021-06-30,Latvia,Oxford/AstraZeneca,279732
2021-06-30,Latvia,Pfizer/BioNTech,611246
2021-06-30,Lithuania,Johnson&Johnson,97236
2021-06-30,Lithuania,Moderna,203546
2021-06-30,Lithuania,Oxford/AstraZeneca,443662
2021-06-30,Lithuania,Pfizer/BioNTech,1543861
2021-06-30,Switzerland,Moderna,4793404
2021-06-30,Switzerland,Pfizer/BioNTech,2728795
2021-06-30,United States,Johnson&Johnson,12405746
2021-06-30,United States,Moderna,133514868
2021-06-30,United States,Pfizer/BioNTech,180344997
