tDate,Country,Vaccine,NumberOfVaccinated
2022-11-15,Czechia,Johnson&Johnson,413912
2022-11-15,Czechia,Moderna,1639005
2022-11-15,Czechia,Novavax,10845
2022-11-15,Czechia,Pfizer/BioNTech,15533011
2022-11-15,France,Johnson&Johnson,1089988
2022-11-15,France,Moderna,24033652
2022-11-15,France,Novavax,34567
2022-11-15,France,Pfizer/BioNTech,118311887
2022-11-15,Germany,Johnson&Johnson,3753927
2022-11-15,Germany,Moderna,31549146
2022-11-15,Germany,Novavax,153397
2022-11-15,Germany,Pfizer/BioNTech,137811602
2022-11-15,Germany,Valneva,3258
2022-11-15,Italy,Moderna,34260827
2022-11-15,Italy,Pfizer/BioNTech,94370583
2022-11-15,South Korea,Johnson&Johnson,1544822
2022-11-15,South Korea,Moderna,25270341
2022-11-15,South Korea,Novavax,866263
2022-11-15,South Korea,Pfizer/BioNTech,81370530
2022-11-15,South Korea,SKYCovione,1887
