tDate,Country,Vaccine,NumberOfVaccinated
2022-12-11,Czechia,Novavax,10978
2022-12-11,Czechia,Pfizer/BioNTech,15620176
2022-12-11,France,Moderna,24067615
2022-12-11,France,Novavax,35762
2022-12-11,France,Pfizer/BioNTech,119346227
2022-12-11,Germany,Johnson&Johnson,3756625
2022-12-11,Germany,Moderna,31557970
2022-12-11,Germany,Novavax,155699
2022-12-11,Germany,Pfizer/BioNTech,137911698
2022-12-11,Italy,Moderna,34271601
2022-12-11,Italy,Pfizer/BioNTech,95042712
2022-12-11,Japan,Moderna,81969234
2022-12-11,Japan,Novavax,265872
2022-12-11,Japan,Pfizer/BioNTech,276574950
2022-12-11,South Korea,Moderna,25279336
2022-12-11,South Korea,Novavax,884548
2022-12-11,South Korea,Pfizer/BioNTech,81421431
