Date,Country,Vaccine,NumberOfVaccinated
2021-09-04,Chile,CanSino,549810
2021-09-04,Chile,Oxford/AstraZeneca,492316
2021-09-04,Chile,Pfizer/BioNTech,7219088
2021-09-04,Chile,Sinovac,19362304
2021-09-04,Czechia,Johnson&Johnson,206961
2021-09-04,Czechia,Moderna,901095
2021-09-04,Czechia,Oxford/AstraZeneca,879121
2021-09-04,Czechia,Pfizer/BioNTech,9558744
2021-09-04,France,Johnson&Johnson,1020871
2021-09-04,France,Moderna,9333209
2021-09-04,France,Oxford/AstraZeneca,7780649
2021-09-04,France,Pfizer/BioNTech,71496903
2021-09-04,Germany,Johnson&Johnson,2910915
2021-09-04,Germany,Moderna,9449788
2021-09-04,Germany,Oxford/AstraZeneca,12661452
2021-09-04,Germany,Pfizer/BioNTech,77853417
2021-09-04,Iceland,Johnson&Johnson,53715
2021-09-04,Iceland,Moderna,60671
2021-09-04,Iceland,Oxford/AstraZeneca,115413
2021-09-04,Iceland,Pfizer/BioNTech,300703
2021-09-04,Italy,Johnson&Johnson,1446174
2021-09-04,Italy,Moderna,9421712
2021-09-04,Italy,Oxford/AstraZeneca,12123243
2021-09-04,Italy,Pfizer/BioNTech,56050702
2021-09-04,Latvia,Johnson&Johnson,111621
2021-09-04,Latvia,Moderna,234734
2021-09-04,Latvia,Oxford/AstraZeneca,292394
2021-09-04,Latvia,Pfizer/BioNTech,889113
2021-09-04,Lithuania,Johnson&Johnson,357968
2021-09-04,Lithuania,Moderna,250016
2021-09-04,Lithuania,Oxford/AstraZeneca,531647
2021-09-04,Lithuania,Pfizer/BioNTech,2070343
2021-09-04,South Korea,Johnson&Johnson,1266353
2021-09-04,South Korea,Moderna,2534841
2021-09-04,South Korea,Oxford/AstraZeneca,21335440
2021-09-04,South Korea,Pfizer/BioNTech,21340619
2021-09-04,Switzerland,Moderna,6450126
2021-09-04,Switzerland,Pfizer/BioNTech,3269500
2021-09-04,United States,Johnson&Johnson,14492832
2021-09-04,United States,Moderna,146657321
2021-09-04,United States,Pfizer/BioNTech,212979842
