Date,Country,Vaccine,NumberOfVaccinated
2021-07-04,Chile,CanSino,444844
2021-07-04,Chile,Oxford/AstraZeneca,372438
2021-07-04,Chile,Pfizer/BioNTech,4929950
2021-07-04,Chile,Sinovac,17560530
2021-07-04,Czechia,Johnson&Johnson,94256
2021-07-04,Czechia,Moderna,735420
2021-07-04,Czechia,Oxford/AstraZeneca,758722
2021-07-04,Czechia,Pfizer/BioNTech,6955615
2021-07-04,France,Johnson&Johnson,582891
2021-07-04,France,Moderna,5369428
2021-07-04,France,Oxford/AstraZeneca,7012942
2021-07-04,France,Pfizer/BioNTech,43640416
2021-07-04,Germany,Johnson&Johnson,2008578
2021-07-04,Germany,Moderna,6820199
2021-07-04,Germany,Oxford/AstraZeneca,11800797
2021-07-04,Germany,Pfizer/BioNTech,56912054
2021-07-04,Iceland,Johnson&Johnson,50464
2021-07-04,Iceland,Moderna,38124
2021-07-04,Iceland,Oxford/AstraZeneca,110205
2021-07-04,Iceland,Pfizer/BioNTech,236896
2021-07-04,Italy,Johnson&Johnson,1246908
2021-07-04,Italy,Moderna,5114891
2021-07-04,Italy,Oxford/AstraZeneca,9106019
2021-07-04,Italy,Pfizer/BioNTech,37702257
2021-07-04,Japan,Moderna,1391775
2021-07-04,Japan,Pfizer/BioNTech,51731389
2021-07-04,Latvia,Johnson&Johnson,63792
2021-07-04,Latvia,Moderna,206907
2021-07-04,Latvia,Oxford/AstraZeneca,285342
2021-07-04,Latvia,Pfizer/BioNTech,631026
2021-07-04,Lithuania,Johnson&Johnson,103992
2021-07-04,Lithuania,Moderna,206393
2021-07-04,Lithuania,Oxford/AstraZeneca,453378
2021-07-04,Lithuania,Pfizer/BioNTech,1571293
2021-07-04,Switzerland,Moderna,4982058
2021-07-04,Switzerland,Pfizer/BioNTech,2771801
2021-07-04,United States,Johnson&Johnson,12617454
2021-07-04,United States,Moderna,134803711
2021-07-04,United States,Pfizer/BioNTech,182920075
