tDate,Country,Vaccine,NumberOfVaccinated
2021-05-20,Chile,Oxford/AstraZeneca,105493
2021-05-20,Chile,Pfizer/BioNTech,2898244
2021-05-20,Chile,Sinovac,14283132
2021-05-20,Czechia,Johnson&Johnson,27544
2021-05-20,Czechia,Moderna,428317
2021-05-20,Czechia,Oxford/AstraZeneca,466366
2021-05-20,Czechia,Pfizer/BioNTech,3590910
2021-05-20,France,Johnson&Johnson,185727
2021-05-20,France,Moderna,2876742
2021-05-20,France,Oxford/AstraZeneca,4577442
2021-05-20,France,Pfizer/BioNTech,24080430
2021-05-20,Germany,Johnson&Johnson,98437
2021-05-20,Germany,Moderna,3237680
2021-05-20,Germany,Oxford/AstraZeneca,8322757
2021-05-20,Germany,Pfizer/BioNTech,32145992
2021-05-20,Iceland,Johnson&Johnson,13193
2021-05-20,Iceland,Moderna,22548
2021-05-20,Iceland,Oxford/AstraZeneca,64522
2021-05-20,Iceland,Pfizer/BioNTech,131071
2021-05-20,Italy,Johnson&Johnson,334876
2021-05-20,Italy,Moderna,2479005
2021-05-20,Italy,Oxford/AstraZeneca,6300970
2021-05-20,Italy,Pfizer/BioNTech,20503788
2021-05-20,Latvia,Johnson&Johnson,7525
2021-05-20,Latvia,Moderna,123311
2021-05-20,Latvia,Oxford/AstraZeneca,178242
2021-05-20,Latvia,Pfizer/BioNTech,284901
2021-05-20,Lithuania,Johnson&Johnson,14224
2021-05-20,Lithuania,Moderna,130316
2021-05-20,Lithuania,Oxford/AstraZeneca,300321
2021-05-20,Lithuania,Pfizer/BioNTech,981371
2021-05-20,Switzerland,Moderna,2223160
2021-05-20,Switzerland,Pfizer/BioNTech,1920737
2021-05-20,United States,Johnson&Johnson,9944636
2021-05-20,United States,Moderna,118904886
2021-05-20,United States,Pfizer/BioNTech,150342238
