tDate,Country,Vaccine,NumberOfVaccinated
2021-07-23,Austria,Johnson&Johnson,185623
2021-07-23,Austria,Moderna,938969
2021-07-23,Austria,Oxford/AstraZeneca,1529337
2021-07-23,Austria,Pfizer/BioNTech,6576945
2021-07-23,Belgium,Johnson&Johnson,307506
2021-07-23,Belgium,Moderna,1207393
2021-07-23,Belgium,Oxford/AstraZeneca,2541772
2021-07-23,Belgium,Pfizer/BioNTech,9473595
2021-07-23,Chile,CanSino,501644
2021-07-23,Chile,Oxford/AstraZeneca,403307
2021-07-23,Chile,Pfizer/BioNTech,5966498
2021-07-23,Chile,Sinovac,18432675
2021-07-23,Czechia,Johnson&Johnson,119996
2021-07-23,Czechia,Moderna,838339
2021-07-23,Czechia,Oxford/AstraZeneca,834017
2021-07-23,Czechia,Pfizer/BioNTech,8148438
2021-07-23,Denmark,Johnson&Johnson,47605
2021-07-23,Denmark,Moderna,747025
2021-07-23,Denmark,Oxford/AstraZeneca,154331
2021-07-23,Denmark,Pfizer/BioNTech,5882638
2021-07-23,Estonia,Johnson&Johnson,33697
2021-07-23,Estonia,Moderna,102366
2021-07-23,Estonia,Oxford/AstraZeneca,235572
2021-07-23,Estonia,Pfizer/BioNTech,733508
2021-07-23,Finland,Moderna,498521
2021-07-23,Finland,Oxford/AstraZeneca,548610
2021-07-23,Finland,Pfizer/BioNTech,4269486
2021-07-23,France,Johnson&Johnson,783069
2021-07-23,France,Moderna,6585097
2021-07-23,France,Oxford/AstraZeneca,7605369
2021-07-23,France,Pfizer/BioNTech,53970301
2021-07-23,Germany,Johnson&Johnson,2321334
2021-07-23,Germany,Moderna,8164439
2021-07-23,Germany,Oxford/AstraZeneca,12379370
2021-07-23,Germany,Pfizer/BioNTech,66297508
2021-07-23,Hungary,Johnson&Johnson,113204
2021-07-23,Hungary,Moderna,678604
2021-07-23,Hungary,Oxford/AstraZeneca,1213240
2021-07-23,Hungary,Pfizer/BioNTech,4461443
2021-07-23,Hungary,Sinopharm/Beijing,2089025
2021-07-23,Hungary,Sputnik V,1810702
2021-07-23,Ireland,Johnson&Johnson,186810
2021-07-23,Ireland,Moderna,495891
2021-07-23,Ireland,Oxford/AstraZeneca,1182156
2021-07-23,Ireland,Pfizer/BioNTech,3668068
2021-07-23,Italy,Johnson&Johnson,1313538
2021-07-23,Italy,Moderna,6423324
2021-07-23,Italy,Oxford/AstraZeneca,11048290
2021-07-23,Italy,Pfizer/BioNTech,45748652
2021-07-23,Japan,Moderna,3684370
2021-07-23,Japan,Pfizer/BioNTech,74306242
2021-07-23,Latvia,Johnson&Johnson,94937
2021-07-23,Latvia,Moderna,217646
2021-07-23,Latvia,Oxford/AstraZeneca,293609
2021-07-23,Latvia,Pfizer/BioNTech,706339
2021-07-23,Lithuania,Johnson&Johnson,151790
2021-07-23,Lithuania,Moderna,219075
2021-07-23,Lithuania,Oxford/AstraZeneca,493411
2021-07-23,Lithuania,Pfizer/BioNTech,1691405
2021-07-23,Luxembourg,Johnson&Johnson,32783
2021-07-23,Luxembourg,Moderna,62740
2021-07-23,Luxembourg,Oxford/AstraZeneca,108453
2021-07-23,Luxembourg,Pfizer/BioNTech,481105
2021-07-23,Netherlands,Johnson&Johnson,760862
2021-07-23,Netherlands,Moderna,1772814
2021-07-23,Netherlands,Oxford/AstraZeneca,2836474
2021-07-23,Netherlands,Pfizer/BioNTech,14380391
2021-07-23,Poland,Johnson&Johnson,1284122
2021-07-23,Poland,Moderna,3008528
2021-07-23,Poland,Oxford/AstraZeneca,5193872
2021-07-23,Poland,Pfizer/BioNTech,24356119
2021-07-23,Portugal,Johnson&Johnson,575693
2021-07-23,Portugal,Moderna,1233815
2021-07-23,Portugal,Oxford/AstraZeneca,2065313
2021-07-23,Portugal,Pfizer/BioNTech,7798892
2021-07-23,Slovakia,Johnson&Johnson,25119
2021-07-23,Slovakia,Moderna,427704
2021-07-23,Slovakia,Oxford/AstraZeneca,831886
2021-07-23,Slovakia,Pfizer/BioNTech,2725112
2021-07-23,Slovakia,Sputnik V,30463
2021-07-23,Slovenia,Johnson&Johnson,65134
2021-07-23,Slovenia,Moderna,173855
2021-07-23,Slovenia,Oxford/AstraZeneca,311731
2021-07-23,Slovenia,Pfizer/BioNTech,1045928
2021-07-23,Spain,Johnson&Johnson,1764818
2021-07-23,Spain,Moderna,5498769
2021-07-23,Spain,Oxford/AstraZeneca,9408989
2021-07-23,Spain,Pfizer/BioNTech,37442582
2021-07-23,Sweden,Moderna,1080967
2021-07-23,Sweden,Oxford/AstraZeneca,1322235
2021-07-23,Sweden,Pfizer/BioNTech,7863745
2021-07-23,Switzerland,Moderna,5808106
2021-07-23,Switzerland,Pfizer/BioNTech,2959564
2021-07-23,United States,Johnson&Johnson,13158442
2021-07-23,United States,Moderna,137451139
2021-07-23,United States,Pfizer/BioNTech,189462460
