Date,Country,Vaccine,NumberOfVaccinated
2021-09-08,Chile,CanSino,555160
2021-09-08,Chile,Oxford/AstraZeneca,495853
2021-09-08,Chile,Pfizer/BioNTech,7234804
2021-09-08,Chile,Sinovac,19510756
2021-09-08,Czechia,Johnson&Johnson,211582
2021-09-08,Czechia,Moderna,904550
2021-09-08,Czechia,Oxford/AstraZeneca,879497
2021-09-08,Czechia,Pfizer/BioNTech,9600755
2021-09-08,France,Johnson&Johnson,1026542
2021-09-08,France,Moderna,9502575
2021-09-08,France,Oxford/AstraZeneca,7782851
2021-09-08,France,Pfizer/BioNTech,72295192
2021-09-08,Germany,Johnson&Johnson,2950200
2021-09-08,Germany,Moderna,9487859
2021-09-08,Germany,Oxford/AstraZeneca,12668445
2021-09-08,Germany,Pfizer/BioNTech,78491775
2021-09-08,Iceland,Johnson&Johnson,53742
2021-09-08,Iceland,Moderna,61531
2021-09-08,Iceland,Oxford/AstraZeneca,115413
2021-09-08,Iceland,Pfizer/BioNTech,302392
2021-09-08,Italy,Johnson&Johnson,1452520
2021-09-08,Italy,Moderna,9726977
2021-09-08,Italy,Oxford/AstraZeneca,12128573
2021-09-08,Italy,Pfizer/BioNTech,56724829
2021-09-08,Latvia,Johnson&Johnson,111580
2021-09-08,Latvia,Moderna,236150
2021-09-08,Latvia,Oxford/AstraZeneca,289347
2021-09-08,Latvia,Pfizer/BioNTech,905177
2021-09-08,Lithuania,Johnson&Johnson,362210
2021-09-08,Lithuania,Moderna,252321
2021-09-08,Lithuania,Oxford/AstraZeneca,532161
2021-09-08,Lithuania,Pfizer/BioNTech,2092333
2021-09-08,South Korea,Johnson&Johnson,1302144
2021-09-08,South Korea,Moderna,3165678
2021-09-08,South Korea,Oxford/AstraZeneca,21379415
2021-09-08,South Korea,Pfizer/BioNTech,23678963
2021-09-08,Switzerland,Moderna,6500635
2021-09-08,Switzerland,Pfizer/BioNTech,3303453
2021-09-08,United States,Johnson&Johnson,14553296
2021-09-08,United States,Moderna,147324654
2021-09-08,United States,Pfizer/BioNTech,214716553
