Date,Country,Vaccine,NumberOfVaccinated
2021-07-26,Chile,CanSino,504140
2021-07-26,Chile,Oxford/AstraZeneca,405512
2021-07-26,Chile,Pfizer/BioNTech,6022346
2021-07-26,Chile,Sinovac,18466444
2021-07-26,Czechia,Johnson&Johnson,124746
2021-07-26,Czechia,Moderna,842495
2021-07-26,Czechia,Oxford/AstraZeneca,837634
2021-07-26,Czechia,Pfizer/BioNTech,8267173
2021-07-26,France,Johnson&Johnson,805700
2021-07-26,France,Moderna,6715450
2021-07-26,France,Oxford/AstraZeneca,7629690
2021-07-26,France,Pfizer/BioNTech,55263974
2021-07-26,Germany,Johnson&Johnson,2349722
2021-07-26,Germany,Moderna,8274732
2021-07-26,Germany,Oxford/AstraZeneca,12403930
2021-07-26,Germany,Pfizer/BioNTech,66819665
2021-07-26,Iceland,Johnson&Johnson,53131
2021-07-26,Iceland,Moderna,40269
2021-07-26,Iceland,Oxford/AstraZeneca,115045
2021-07-26,Iceland,Pfizer/BioNTech,260458
2021-07-26,Italy,Johnson&Johnson,1325832
2021-07-26,Italy,Moderna,6618967
2021-07-26,Italy,Oxford/AstraZeneca,11277835
2021-07-26,Italy,Pfizer/BioNTech,46733239
2021-07-26,Japan,Moderna,4131250
2021-07-26,Japan,Pfizer/BioNTech,77175639
2021-07-26,Latvia,Johnson&Johnson,96937
2021-07-26,Latvia,Moderna,218583
2021-07-26,Latvia,Oxford/AstraZeneca,293712
2021-07-26,Latvia,Pfizer/BioNTech,715372
2021-07-26,Lithuania,Johnson&Johnson,156910
2021-07-26,Lithuania,Moderna,220533
2021-07-26,Lithuania,Oxford/AstraZeneca,496367
2021-07-26,Lithuania,Pfizer/BioNTech,1705951
2021-07-26,Switzerland,Moderna,5865965
2021-07-26,Switzerland,Pfizer/BioNTech,2975570
2021-07-26,United States,Johnson&Johnson,13242865
2021-07-26,United States,Moderna,137928681
2021-07-26,United States,Pfizer/BioNTech,190744361
