tDate,Country,Vaccine,NumberOfVaccinated
2022-06-22,Chile,Pfizer/BioNTech,8008606
2022-06-22,Chile,Sinovac,25849556
2022-06-22,Czechia,Johnson&Johnson,413036
2022-06-22,Czechia,Moderna,1601165
2022-06-22,Czechia,Novavax,8496
2022-06-22,Czechia,Pfizer/BioNTech,14753372
2022-06-22,France,Johnson&Johnson,1087949
2022-06-22,France,Moderna,23732557
2022-06-22,France,Novavax,24126
2022-06-22,France,Pfizer/BioNTech,112709668
2022-06-22,Germany,Johnson&Johnson,3747202
2022-06-22,Germany,Moderna,31184599
2022-06-22,Germany,Novavax,127610
2022-06-22,Germany,Oxford/AstraZeneca,12794539
2022-06-22,Germany,Pfizer/BioNTech,134673395
2022-06-22,Italy,Moderna,34144447
2022-06-22,Italy,Novavax,42148
2022-06-22,Italy,Pfizer/BioNTech,90281806
2022-06-22,Japan,Moderna,65046425
2022-06-22,Japan,Novavax,20296
2022-06-22,Japan,Pfizer/BioNTech,218717989
2022-06-22,South Korea,Johnson&Johnson,1543490
2022-06-22,South Korea,Moderna,24723993
2022-06-22,South Korea,Novavax,564846
2022-06-22,South Korea,Pfizer/BioNTech,78557030
2022-06-22,United States,Johnson&Johnson,18825144
2022-06-22,United States,Moderna,223938249
2022-06-22,United States,Pfizer/BioNTech,350384148
