tDate,Country,Vaccine,NumberOfVaccinated
2022-01-03,Chile,CanSino,573748
2022-01-03,Chile,Oxford/AstraZeneca,546294
2022-01-03,Chile,Pfizer/BioNTech,7662620
2022-01-03,Chile,Sinovac,24513668
2022-01-03,Czechia,Johnson&Johnson,406209
2022-01-03,Czechia,Moderna,1345163
2022-01-03,Czechia,Oxford/AstraZeneca,885311
2022-01-03,Czechia,Pfizer/BioNTech,12928744
2022-01-03,France,Johnson&Johnson,1072186
2022-01-03,France,Moderna,17625832
2022-01-03,France,Oxford/AstraZeneca,7835519
2022-01-03,France,Pfizer/BioNTech,97951303
2022-01-03,Germany,Johnson&Johnson,3581057
2022-01-03,Germany,Moderna,22749936
2022-01-03,Germany,Oxford/AstraZeneca,12743186
2022-01-03,Germany,Pfizer/BioNTech,111430819
2022-01-03,Iceland,Johnson&Johnson,54565
2022-01-03,Iceland,Moderna,91764
2022-01-03,Iceland,Oxford/AstraZeneca,115831
2022-01-03,Iceland,Pfizer/BioNTech,456503
2022-01-03,Italy,Johnson&Johnson,1501010
2022-01-03,Italy,Moderna,22269747
2022-01-03,Italy,Pfizer/BioNTech,76306922
2022-01-03,Latvia,Johnson&Johnson,284243
2022-01-03,Latvia,Moderna,570105
2022-01-03,Latvia,Pfizer/BioNTech,1441390
2022-01-03,South Korea,Johnson&Johnson,1533635
2022-01-03,South Korea,Moderna,20496155
2022-01-03,South Korea,Oxford/AstraZeneca,22183790
2022-01-03,South Korea,Pfizer/BioNTech,60145767
2022-01-03,Switzerland,Johnson&Johnson,54045
2022-01-03,Switzerland,Moderna,8799922
2022-01-03,Switzerland,Pfizer/BioNTech,5056279
