tDate,Country,Vaccine,NumberOfVaccinated
2022-05-02,Chile,CanSino,0
2022-05-02,Chile,Moderna,0
2022-05-02,Chile,Oxford/AstraZeneca,549662
2022-05-02,Chile,Pfizer/BioNTech,7958199
2022-05-02,Chile,Sinovac,25723619
2022-05-02,Czechia,Johnson&Johnson,412771
2022-05-02,Czechia,Moderna,1593237
2022-05-02,Czechia,Novavax,6623
2022-05-02,Czechia,Pfizer/BioNTech,14677069
2022-05-02,France,Johnson&Johnson,1086934
2022-05-02,France,Moderna,23635141
2022-05-02,France,Oxford/AstraZeneca,7858818
2022-05-02,France,Pfizer/BioNTech,110892616
2022-05-02,Germany,Johnson&Johnson,3719782
2022-05-02,Germany,Moderna,30387118
2022-05-02,Germany,Novavax,111520
2022-05-02,Germany,Oxford/AstraZeneca,12876100
2022-05-02,Germany,Pfizer/BioNTech,131513802
2022-05-02,Italy,Moderna,33845836
2022-05-02,Italy,Novavax,39831
2022-05-02,Italy,Pfizer/BioNTech,89322268
2022-05-02,Latvia,Johnson&Johnson,293487
2022-05-02,Latvia,Moderna,713154
2022-05-02,Latvia,Pfizer/BioNTech,1616392
2022-05-02,South Korea,Johnson&Johnson,1542984
2022-05-02,South Korea,Moderna,24478842
2022-05-02,South Korea,Novavax,394952
2022-05-02,South Korea,Oxford/AstraZeneca,20319023
2022-05-02,South Korea,Pfizer/BioNTech,76575960
2022-05-02,Switzerland,Johnson&Johnson,60548
2022-05-02,Switzerland,Moderna,9782341
2022-05-02,Switzerland,Pfizer/BioNTech,5825244
2022-05-02,United States,Johnson&Johnson,18710595
2022-05-02,United States,Moderna,217094546
2022-05-02,United States,Pfizer/BioNTech,340041803
