Date,Country,Vaccine,NumberOfVaccinated
2021-07-09,Austria,Johnson&Johnson,149727
2021-07-09,Austria,Moderna,847200
2021-07-09,Austria,Oxford/AstraZeneca,1444330
2021-07-09,Austria,Pfizer/BioNTech,6051777
2021-07-09,Belgium,Johnson&Johnson,284435
2021-07-09,Belgium,Moderna,1101063
2021-07-09,Belgium,Oxford/AstraZeneca,2279203
2021-07-09,Belgium,Pfizer/BioNTech,8533624
2021-07-09,Chile,CanSino,475502
2021-07-09,Chile,Oxford/AstraZeneca,385220
2021-07-09,Chile,Pfizer/BioNTech,5341397
2021-07-09,Chile,Sinovac,17856854
2021-07-09,Czechia,Johnson&Johnson,97932
2021-07-09,Czechia,Moderna,762180
2021-07-09,Czechia,Oxford/AstraZeneca,777697
2021-07-09,Czechia,Pfizer/BioNTech,7269142
2021-07-09,Denmark,Johnson&Johnson,47128
2021-07-09,Denmark,Moderna,552308
2021-07-09,Denmark,Oxford/AstraZeneca,153958
2021-07-09,Denmark,Pfizer/BioNTech,5152370
2021-07-09,Estonia,Johnson&Johnson,25988
2021-07-09,Estonia,Moderna,98245
2021-07-09,Estonia,Oxford/AstraZeneca,234899
2021-07-09,Estonia,Pfizer/BioNTech,674924
2021-07-09,Finland,Moderna,440699
2021-07-09,Finland,Oxford/AstraZeneca,507236
2021-07-09,Finland,Pfizer/BioNTech,3847914
2021-07-09,France,Johnson&Johnson,620406
2021-07-09,France,Moderna,5646110
2021-07-09,France,Oxford/AstraZeneca,7282072
2021-07-09,France,Pfizer/BioNTech,46329349
2021-07-09,Germany,Johnson&Johnson,2097971
2021-07-09,Germany,Moderna,7312359
2021-07-09,Germany,Oxford/AstraZeneca,12034584
2021-07-09,Germany,Pfizer/BioNTech,60042326
2021-07-09,Hungary,Johnson&Johnson,91572
2021-07-09,Hungary,Moderna,674968
2021-07-09,Hungary,Oxford/AstraZeneca,1196896
2021-07-09,Hungary,Pfizer/BioNTech,4691536
2021-07-09,Hungary,Sinopharm/Beijing,2076652
2021-07-09,Hungary,Sputnik V,1809991
2021-07-09,Iceland,Johnson&Johnson,52661
2021-07-09,Iceland,Moderna,38166
2021-07-09,Iceland,Oxford/AstraZeneca,112798
2021-07-09,Iceland,Pfizer/BioNTech,248514
2021-07-09,Ireland,Johnson&Johnson,72091
2021-07-09,Ireland,Moderna,431424
2021-07-09,Ireland,Oxford/AstraZeneca,1124506
2021-07-09,Ireland,Pfizer/BioNTech,3114469
2021-07-09,Italy,Johnson&Johnson,1267074
2021-07-09,Italy,Moderna,5518818
2021-07-09,Italy,Oxford/AstraZeneca,9734170
2021-07-09,Italy,Pfizer/BioNTech,40196187
2021-07-09,Japan,Moderna,1789330
2021-07-09,Japan,Pfizer/BioNTech,58414869
2021-07-09,Latvia,Johnson&Johnson,74296
2021-07-09,Latvia,Moderna,210392
2021-07-09,Latvia,Oxford/AstraZeneca,288932
2021-07-09,Latvia,Pfizer/BioNTech,659179
2021-07-09,Lithuania,Johnson&Johnson,116616
2021-07-09,Lithuania,Moderna,210188
2021-07-09,Lithuania,Oxford/AstraZeneca,468684
2021-07-09,Lithuania,Pfizer/BioNTech,1611114
2021-07-09,Luxembourg,Johnson&Johnson,29026
2021-07-09,Luxembourg,Moderna,58322
2021-07-09,Luxembourg,Oxford/AstraZeneca,107593
2021-07-09,Luxembourg,Pfizer/BioNTech,419951
2021-07-09,Netherlands,Johnson&Johnson,738859
2021-07-09,Netherlands,Moderna,1497304
2021-07-09,Netherlands,Oxford/AstraZeneca,2822534
2021-07-09,Netherlands,Pfizer/BioNTech,12713945
2021-07-09,Poland,Johnson&Johnson,1080076
2021-07-09,Poland,Moderna,2983694
2021-07-09,Poland,Oxford/AstraZeneca,5030076
2021-07-09,Poland,Pfizer/BioNTech,22518375
2021-07-09,Portugal,Johnson&Johnson,326436
2021-07-09,Portugal,Moderna,989145
2021-07-09,Portugal,Oxford/AstraZeneca,1910314
2021-07-09,Portugal,Pfizer/BioNTech,6994551
2021-07-09,Slovakia,Johnson&Johnson,15408
2021-07-09,Slovakia,Moderna,402512
2021-07-09,Slovakia,Oxford/AstraZeneca,815807
2021-07-09,Slovakia,Pfizer/BioNTech,2611026
2021-07-09,Slovakia,Sputnik V,24655
2021-07-09,Slovenia,Johnson&Johnson,51663
2021-07-09,Slovenia,Moderna,167775
2021-07-09,Slovenia,Oxford/AstraZeneca,304706
2021-07-09,Slovenia,Pfizer/BioNTech,995243
2021-07-09,Spain,Johnson&Johnson,1461877
2021-07-09,Spain,Moderna,4381519
2021-07-09,Spain,Oxford/AstraZeneca,8481710
2021-07-09,Spain,Pfizer/BioNTech,33323555
2021-07-09,Sweden,Moderna,908282
2021-07-09,Sweden,Oxford/AstraZeneca,1295454
2021-07-09,Sweden,Pfizer/BioNTech,7115882
2021-07-09,Switzerland,Moderna,5282214
2021-07-09,Switzerland,Pfizer/BioNTech,2833948
2021-07-09,United States,Johnson&Johnson,12751618
2021-07-09,United States,Moderna,135477905
2021-07-09,United States,Pfizer/BioNTech,184469317
