tDate,Country,Vaccine,NumberOfVaccinated
2021-08-29,Chile,CanSino,537314
2021-08-29,Chile,Oxford/AstraZeneca,486072
2021-08-29,Chile,Pfizer/BioNTech,7148548
2021-08-29,Chile,Sinovac,19157655
2021-08-29,Czechia,Johnson&Johnson,198004
2021-08-29,Czechia,Moderna,893695
2021-08-29,Czechia,Oxford/AstraZeneca,877876
2021-08-29,Czechia,Pfizer/BioNTech,9457377
2021-08-29,France,Johnson&Johnson,1007014
2021-08-29,France,Moderna,8892720
2021-08-29,France,Oxford/AstraZeneca,7773100
2021-08-29,France,Pfizer/BioNTech,69336127
2021-08-29,Germany,Johnson&Johnson,2830466
2021-08-29,Germany,Moderna,9366275
2021-08-29,Germany,Oxford/AstraZeneca,12642454
2021-08-29,Germany,Pfizer/BioNTech,76653993
2021-08-29,Iceland,Johnson&Johnson,53665
2021-08-29,Iceland,Moderna,60266
2021-08-29,Iceland,Oxford/AstraZeneca,115394
2021-08-29,Iceland,Pfizer/BioNTech,298076
2021-08-29,Italy,Johnson&Johnson,1433709
2021-08-29,Italy,Moderna,8941978
2021-08-29,Italy,Oxford/AstraZeneca,12106635
2021-08-29,Italy,Pfizer/BioNTech,54742555
2021-08-29,Latvia,Johnson&Johnson,112736
2021-08-29,Latvia,Moderna,232378
2021-08-29,Latvia,Oxford/AstraZeneca,294449
2021-08-29,Latvia,Pfizer/BioNTech,859144
2021-08-29,Lithuania,Johnson&Johnson,345148
2021-08-29,Lithuania,Moderna,245520
2021-08-29,Lithuania,Oxford/AstraZeneca,530253
2021-08-29,Lithuania,Pfizer/BioNTech,2020275
2021-08-29,South Korea,Johnson&Johnson,1179806
2021-08-29,South Korea,Moderna,2414426
2021-08-29,South Korea,Oxford/AstraZeneca,18983192
2021-08-29,South Korea,Pfizer/BioNTech,19506894
2021-08-29,Switzerland,Moderna,6358965
2021-08-29,Switzerland,Pfizer/BioNTech,3210126
2021-08-29,United States,Johnson&Johnson,14330970
2021-08-29,United States,Moderna,145108915
2021-08-29,United States,Pfizer/BioNTech,209073174
