Date,Country,Vaccine,NumberOfVaccinated
2021-10-16,Chile,CanSino,569870
2021-10-16,Chile,Oxford/AstraZeneca,519097
2021-10-16,Chile,Pfizer/BioNTech,7350072
2021-10-16,Chile,Sinovac,21523156
2021-10-16,Czechia,Johnson&Johnson,249086
2021-10-16,Czechia,Moderna,930938
2021-10-16,Czechia,Pfizer/BioNTech,9894536
2021-10-16,France,Johnson&Johnson,1046474
2021-10-16,France,Moderna,10968656
2021-10-16,France,Oxford/AstraZeneca,7793921
2021-10-16,France,Pfizer/BioNTech,77519480
2021-10-16,Germany,Johnson&Johnson,3265900
2021-10-16,Germany,Moderna,9731539
2021-10-16,Germany,Oxford/AstraZeneca,12700353
2021-10-16,Germany,Pfizer/BioNTech,84327354
2021-10-16,Iceland,Johnson&Johnson,53984
2021-10-16,Iceland,Moderna,62645
2021-10-16,Iceland,Oxford/AstraZeneca,115521
2021-10-16,Iceland,Pfizer/BioNTech,331894
2021-10-16,Italy,Johnson&Johnson,1488211
2021-10-16,Italy,Moderna,11103816
2021-10-16,Italy,Oxford/AstraZeneca,12155194
2021-10-16,Italy,Pfizer/BioNTech,62830145
2021-10-16,Latvia,Johnson&Johnson,183230
2021-10-16,Latvia,Moderna,253660
2021-10-16,Latvia,Oxford/AstraZeneca,262352
2021-10-16,Latvia,Pfizer/BioNTech,1087225
2021-10-16,South Korea,Johnson&Johnson,1471543
2021-10-16,South Korea,Moderna,9580199
2021-10-16,South Korea,Oxford/AstraZeneca,21929556
2021-10-16,South Korea,Pfizer/BioNTech,39174508
2021-10-16,Switzerland,Johnson&Johnson,9668
2021-10-16,Switzerland,Moderna,7114530
2021-10-16,Switzerland,Pfizer/BioNTech,3714819
2021-10-16,United States,Johnson&Johnson,15298169
2021-10-16,United States,Moderna,153681390
2021-10-16,United States,Pfizer/BioNTech,238048239
