Date,Country,Vaccine,NumberOfVaccinated
2021-08-23,Chile,CanSino,524553
2021-08-23,Chile,Oxford/AstraZeneca,480533
2021-08-23,Chile,Pfizer/BioNTech,7008996
2021-08-23,Chile,Sinovac,19096632
2021-08-23,Czechia,Johnson&Johnson,188308
2021-08-23,Czechia,Moderna,887098
2021-08-23,Czechia,Oxford/AstraZeneca,876378
2021-08-23,Czechia,Pfizer/BioNTech,9314880
2021-08-23,France,Johnson&Johnson,990130
2021-08-23,France,Moderna,8488841
2021-08-23,France,Oxford/AstraZeneca,7767360
2021-08-23,France,Pfizer/BioNTech,67225468
2021-08-23,Germany,Johnson&Johnson,2737636
2021-08-23,Germany,Moderna,9246662
2021-08-23,Germany,Oxford/AstraZeneca,12628051
2021-08-23,Germany,Pfizer/BioNTech,75423438
2021-08-23,Iceland,Johnson&Johnson,53613
2021-08-23,Iceland,Moderna,59776
2021-08-23,Iceland,Oxford/AstraZeneca,115379
2021-08-23,Iceland,Pfizer/BioNTech,290870
2021-08-23,Italy,Johnson&Johnson,1419233
2021-08-23,Italy,Moderna,8569818
2021-08-23,Italy,Oxford/AstraZeneca,12075680
2021-08-23,Italy,Pfizer/BioNTech,53593901
2021-08-23,Latvia,Johnson&Johnson,111117
2021-08-23,Latvia,Moderna,229668
2021-08-23,Latvia,Oxford/AstraZeneca,294231
2021-08-23,Latvia,Pfizer/BioNTech,833197
2021-08-23,Lithuania,Johnson&Johnson,326006
2021-08-23,Lithuania,Moderna,240911
2021-08-23,Lithuania,Oxford/AstraZeneca,529094
2021-08-23,Lithuania,Pfizer/BioNTech,1968161
2021-08-23,South Korea,Johnson&Johnson,1134235
2021-08-23,South Korea,Moderna,2368513
2021-08-23,South Korea,Oxford/AstraZeneca,16627137
2021-08-23,South Korea,Pfizer/BioNTech,17335028
2021-08-23,Switzerland,Moderna,6269246
2021-08-23,Switzerland,Pfizer/BioNTech,3158357
2021-08-23,United States,Johnson&Johnson,14144305
2021-08-23,United States,Moderna,143604049
2021-08-23,United States,Pfizer/BioNTech,205176686
