Date,Country,Vaccine,NumberOfVaccinated
2021-11-23,Austria,Johnson&Johnson,341529
2021-11-23,Austria,Moderna,1170140
2021-11-23,Austria,Oxford/AstraZeneca,1576284
2021-11-23,Austria,Pfizer/BioNTech,9639613
2021-11-23,Belgium,Johnson&Johnson,406145
2021-11-23,Belgium,Moderna,1417640
2021-11-23,Belgium,Oxford/AstraZeneca,2838009
2021-11-23,Belgium,Pfizer/BioNTech,12264988
2021-11-23,Chile,CanSino,572865
2021-11-23,Chile,Oxford/AstraZeneca,539398
2021-11-23,Chile,Pfizer/BioNTech,7500692
2021-11-23,Chile,Sinovac,23635707
2021-11-23,Czechia,Johnson&Johnson,370391
2021-11-23,Czechia,Moderna,1038733
2021-11-23,Czechia,Oxford/AstraZeneca,883225
2021-11-23,Czechia,Pfizer/BioNTech,10858493
2021-11-23,Finland,Johnson&Johnson,0
2021-11-23,Finland,Moderna,912940
2021-11-23,Finland,Oxford/AstraZeneca,553495
2021-11-23,Finland,Pfizer/BioNTech,6433336
2021-11-23,France,Johnson&Johnson,1053314
2021-11-23,France,Moderna,11387460
2021-11-23,France,Oxford/AstraZeneca,7800739
2021-11-23,France,Pfizer/BioNTech,83118644
2021-11-23,Germany,Johnson&Johnson,3402056
2021-11-23,Germany,Moderna,10035257
2021-11-23,Germany,Oxford/AstraZeneca,12708974
2021-11-23,Germany,Pfizer/BioNTech,92600048
2021-11-23,Ireland,Johnson&Johnson,236322
2021-11-23,Ireland,Moderna,569179
2021-11-23,Ireland,Oxford/AstraZeneca,1190316
2021-11-23,Ireland,Pfizer/BioNTech,5435698
2021-11-23,Italy,Johnson&Johnson,1494632
2021-11-23,Italy,Moderna,12063172
2021-11-23,Italy,Oxford/AstraZeneca,12154393
2021-11-23,Italy,Pfizer/BioNTech,68422742
2021-11-23,Latvia,Johnson&Johnson,265979
2021-11-23,Latvia,Moderna,366152
2021-11-23,Latvia,Oxford/AstraZeneca,262421
2021-11-23,Latvia,Pfizer/BioNTech,1309348
2021-11-23,Lithuania,Johnson&Johnson,246922
2021-11-23,Lithuania,Moderna,274413
2021-11-23,Lithuania,Oxford/AstraZeneca,535875
2021-11-23,Lithuania,Pfizer/BioNTech,2427359
2021-11-23,Luxembourg,Johnson&Johnson,39695
2021-11-23,Luxembourg,Moderna,71744
2021-11-23,Luxembourg,Oxford/AstraZeneca,105289
2021-11-23,Luxembourg,Pfizer/BioNTech,584720
2021-11-23,Poland,Johnson&Johnson,2293403
2021-11-23,Poland,Moderna,3047064
2021-11-23,Poland,Oxford/AstraZeneca,5285223
2021-11-23,Poland,Pfizer/BioNTech,26116143
2021-11-23,Slovakia,Johnson&Johnson,130684
2021-11-23,Slovakia,Moderna,519212
2021-11-23,Slovakia,Pfizer/BioNTech,3567028
2021-11-23,South Korea,Johnson&Johnson,1508361
2021-11-23,South Korea,Moderna,13601922
2021-11-23,South Korea,Oxford/AstraZeneca,22141929
2021-11-23,South Korea,Pfizer/BioNTech,46329409
2021-11-23,Sweden,Moderna,1962125
2021-11-23,Sweden,Oxford/AstraZeneca,1333017
2021-11-23,Sweden,Pfizer/BioNTech,11428487
2021-11-23,Switzerland,Johnson&Johnson,35474
2021-11-23,Switzerland,Moderna,7527592
2021-11-23,Switzerland,Pfizer/BioNTech,4040394
2021-11-23,United States,Johnson&Johnson,16435004
2021-11-23,United States,Moderna,172792190
2021-11-23,United States,Pfizer/BioNTech,263010518
