Date,Country,Vaccine,NumberOfVaccinated
2021-11-15,Chile,CanSino,572597
2021-11-15,Chile,Oxford/AstraZeneca,535744
2021-11-15,Chile,Pfizer/BioNTech,7461176
2021-11-15,Chile,Sinovac,23362883
2021-11-15,Czechia,Johnson&Johnson,339958
2021-11-15,Czechia,Moderna,1006557
2021-11-15,Czechia,Oxford/AstraZeneca,882858
2021-11-15,Czechia,Pfizer/BioNTech,10605600
2021-11-15,France,Johnson&Johnson,1051316
2021-11-15,France,Moderna,11281831
2021-11-15,France,Oxford/AstraZeneca,7798420
2021-11-15,France,Pfizer/BioNTech,81330005
2021-11-15,Germany,Johnson&Johnson,3358307
2021-11-15,Germany,Moderna,9901518
2021-11-15,Germany,Oxford/AstraZeneca,12712676
2021-11-15,Germany,Pfizer/BioNTech,89292006
2021-11-15,Iceland,Johnson&Johnson,54121
2021-11-15,Iceland,Moderna,63207
2021-11-15,Iceland,Oxford/AstraZeneca,115597
2021-11-15,Iceland,Pfizer/BioNTech,357319
2021-11-15,Italy,Johnson&Johnson,1493838
2021-11-15,Italy,Moderna,11691020
2021-11-15,Italy,Oxford/AstraZeneca,12155092
2021-11-15,Italy,Pfizer/BioNTech,67029111
2021-11-15,Latvia,Johnson&Johnson,258010
2021-11-15,Latvia,Moderna,337877
2021-11-15,Latvia,Pfizer/BioNTech,1281972
2021-11-15,South Korea,Johnson&Johnson,1499316
2021-11-15,South Korea,Moderna,13287068
2021-11-15,South Korea,Oxford/AstraZeneca,22130473
2021-11-15,South Korea,Pfizer/BioNTech,45030082
2021-11-15,Switzerland,Johnson&Johnson,31269
2021-11-15,Switzerland,Moderna,7376957
2021-11-15,Switzerland,Pfizer/BioNTech,3905772
2021-11-15,United States,Johnson&Johnson,16200158
2021-11-15,United States,Moderna,168242391
2021-11-15,United States,Pfizer/BioNTech,257105458
