Date,Country,Vaccine,NumberOfVaccinated
2021-07-13,Austria,Johnson&Johnson,158434
2021-07-13,Austria,Moderna,876306
2021-07-13,Austria,Oxford/AstraZeneca,1482538
2021-07-13,Austria,Pfizer/BioNTech,6204954
2021-07-13,Belgium,Johnson&Johnson,286404
2021-07-13,Belgium,Moderna,1108613
2021-07-13,Belgium,Oxford/AstraZeneca,2302065
2021-07-13,Belgium,Pfizer/BioNTech,8588905
2021-07-13,Chile,CanSino,484254
2021-07-13,Chile,Oxford/AstraZeneca,389794
2021-07-13,Chile,Pfizer/BioNTech,5513189
2021-07-13,Chile,Sinovac,18037310
2021-07-13,Czechia,Johnson&Johnson,100835
2021-07-13,Czechia,Moderna,783029
2021-07-13,Czechia,Oxford/AstraZeneca,791280
2021-07-13,Czechia,Pfizer/BioNTech,7491667
2021-07-13,Estonia,Johnson&Johnson,27250
2021-07-13,Estonia,Moderna,99438
2021-07-13,Estonia,Oxford/AstraZeneca,235235
2021-07-13,Estonia,Pfizer/BioNTech,688874
2021-07-13,Finland,Oxford/AstraZeneca,507240
2021-07-13,Finland,Pfizer/BioNTech,3848128
2021-07-13,France,Johnson&Johnson,645314
2021-07-13,France,Moderna,5840471
2021-07-13,France,Oxford/AstraZeneca,7373954
2021-07-13,France,Pfizer/BioNTech,48151301
2021-07-13,Germany,Johnson&Johnson,2150399
2021-07-13,Germany,Moderna,7616283
2021-07-13,Germany,Oxford/AstraZeneca,12125648
2021-07-13,Germany,Pfizer/BioNTech,61415919
2021-07-13,Hungary,Johnson&Johnson,94088
2021-07-13,Hungary,Moderna,677173
2021-07-13,Hungary,Oxford/AstraZeneca,1208435
2021-07-13,Hungary,Pfizer/BioNTech,4751949
2021-07-13,Hungary,Sinopharm/Beijing,2080145
2021-07-13,Hungary,Sputnik V,1810964
2021-07-13,Iceland,Johnson&Johnson,52815
2021-07-13,Iceland,Moderna,38176
2021-07-13,Iceland,Oxford/AstraZeneca,112973
2021-07-13,Iceland,Pfizer/BioNTech,256853
2021-07-13,Ireland,Johnson&Johnson,72150
2021-07-13,Ireland,Moderna,453394
2021-07-13,Ireland,Oxford/AstraZeneca,1159590
2021-07-13,Ireland,Pfizer/BioNTech,3225065
2021-07-13,Italy,Johnson&Johnson,1277524
2021-07-13,Italy,Moderna,5725797
2021-07-13,Italy,Oxford/AstraZeneca,10093240
2021-07-13,Italy,Pfizer/BioNTech,41742822
2021-07-13,Japan,Moderna,2254571
2021-07-13,Japan,Pfizer/BioNTech,63524719
2021-07-13,Latvia,Johnson&Johnson,80579
2021-07-13,Latvia,Moderna,212649
2021-07-13,Latvia,Oxford/AstraZeneca,291928
2021-07-13,Latvia,Pfizer/BioNTech,670996
2021-07-13,Lithuania,Johnson&Johnson,124354
2021-07-13,Lithuania,Moderna,212169
2021-07-13,Lithuania,Oxford/AstraZeneca,476757
2021-07-13,Lithuania,Pfizer/BioNTech,1623323
2021-07-13,Luxembourg,Johnson&Johnson,29677
2021-07-13,Luxembourg,Moderna,58671
2021-07-13,Luxembourg,Oxford/AstraZeneca,107955
2021-07-13,Luxembourg,Pfizer/BioNTech,424867
2021-07-13,Netherlands,Johnson&Johnson,744762
2021-07-13,Netherlands,Moderna,1579764
2021-07-13,Netherlands,Oxford/AstraZeneca,2825656
2021-07-13,Netherlands,Pfizer/BioNTech,13122381
2021-07-13,Poland,Johnson&Johnson,1126642
2021-07-13,Poland,Moderna,2994486
2021-07-13,Poland,Oxford/AstraZeneca,5076075
2021-07-13,Poland,Pfizer/BioNTech,23223313
2021-07-13,Slovakia,Johnson&Johnson,18274
2021-07-13,Slovakia,Moderna,411013
2021-07-13,Slovakia,Oxford/AstraZeneca,814232
2021-07-13,Slovakia,Pfizer/BioNTech,2642321
2021-07-13,Slovakia,Sputnik V,26018
2021-07-13,Spain,Johnson&Johnson,1506881
2021-07-13,Spain,Moderna,4553795
2021-07-13,Spain,Oxford/AstraZeneca,8672575
2021-07-13,Spain,Pfizer/BioNTech,34068689
2021-07-13,Sweden,Moderna,942298
2021-07-13,Sweden,Oxford/AstraZeneca,1305361
2021-07-13,Sweden,Pfizer/BioNTech,7262357
2021-07-13,Switzerland,Moderna,5402469
2021-07-13,Switzerland,Pfizer/BioNTech,2863757
2021-07-13,United States,Johnson&Johnson,12869516
2021-07-13,United States,Moderna,136001959
2021-07-13,United States,Pfizer/BioNTech,185798639
