Date,Country,Vaccine,NumberOfVaccinated
2021-09-01,Chile,CanSino,547004
2021-09-01,Chile,Oxford/AstraZeneca,491676
2021-09-01,Chile,Pfizer/BioNTech,7182763
2021-09-01,Chile,Sinovac,19355960
2021-09-01,Czechia,Johnson&Johnson,202687
2021-09-01,Czechia,Moderna,897865
2021-09-01,Czechia,Oxford/AstraZeneca,878803
2021-09-01,Czechia,Pfizer/BioNTech,9519019
2021-09-01,France,Johnson&Johnson,1013425
2021-09-01,France,Moderna,9094740
2021-09-01,France,Oxford/AstraZeneca,7775323
2021-09-01,France,Pfizer/BioNTech,70431040
2021-09-01,Germany,Johnson&Johnson,2871910
2021-09-01,Germany,Moderna,9413632
2021-09-01,Germany,Oxford/AstraZeneca,12648826
2021-09-01,Germany,Pfizer/BioNTech,77275116
2021-09-01,Iceland,Johnson&Johnson,53689
2021-09-01,Iceland,Moderna,60441
2021-09-01,Iceland,Oxford/AstraZeneca,115394
2021-09-01,Iceland,Pfizer/BioNTech,299250
2021-09-01,Italy,Johnson&Johnson,1440614
2021-09-01,Italy,Moderna,9195966
2021-09-01,Italy,Oxford/AstraZeneca,12117322
2021-09-01,Italy,Pfizer/BioNTech,55466830
2021-09-01,Latvia,Johnson&Johnson,113517
2021-09-01,Latvia,Moderna,233631
2021-09-01,Latvia,Oxford/AstraZeneca,294577
2021-09-01,Latvia,Pfizer/BioNTech,874935
2021-09-01,Lithuania,Johnson&Johnson,353144
2021-09-01,Lithuania,Moderna,248014
2021-09-01,Lithuania,Oxford/AstraZeneca,531239
2021-09-01,Lithuania,Pfizer/BioNTech,2047840
2021-09-01,South Korea,Johnson&Johnson,1222251
2021-09-01,South Korea,Moderna,2467966
2021-09-01,South Korea,Oxford/AstraZeneca,20355140
2021-09-01,South Korea,Pfizer/BioNTech,20477184
2021-09-01,Switzerland,Moderna,6401644
2021-09-01,Switzerland,Pfizer/BioNTech,3241852
2021-09-01,United States,Johnson&Johnson,14392613
2021-09-01,United States,Moderna,145736021
2021-09-01,United States,Pfizer/BioNTech,210798052
