tDate,Country,Vaccine,NumberOfVaccinated
2022-05-11,Chile,CanSino,0
2022-05-11,Chile,Moderna,0
2022-05-11,Chile,Oxford/AstraZeneca,549674
2022-05-11,Chile,Pfizer/BioNTech,7967367
2022-05-11,Chile,Sinovac,25745910
2022-05-11,Czechia,Johnson&Johnson,412827
2022-05-11,Czechia,Moderna,1595067
2022-05-11,Czechia,Novavax,7057
2022-05-11,Czechia,Pfizer/BioNTech,14694399
2022-05-11,France,Johnson&Johnson,1087191
2022-05-11,France,Moderna,23657550
2022-05-11,France,Novavax,17580
2022-05-11,France,Oxford/AstraZeneca,7859057
2022-05-11,France,Pfizer/BioNTech,111250965
2022-05-11,Germany,Johnson&Johnson,3720562
2022-05-11,Germany,Moderna,30473840
2022-05-11,Germany,Novavax,115756
2022-05-11,Germany,Oxford/AstraZeneca,12877170
2022-05-11,Germany,Pfizer/BioNTech,132075585
2022-05-11,Italy,Moderna,33927741
2022-05-11,Italy,Novavax,40549
2022-05-11,Italy,Pfizer/BioNTech,89569113
2022-05-11,Latvia,Johnson&Johnson,293571
2022-05-11,Latvia,Moderna,713649
2022-05-11,Latvia,Pfizer/BioNTech,1617963
2022-05-11,South Korea,Johnson&Johnson,1543107
2022-05-11,South Korea,Moderna,24570122
2022-05-11,South Korea,Novavax,450776
2022-05-11,South Korea,Oxford/AstraZeneca,20319491
2022-05-11,South Korea,Pfizer/BioNTech,77427308
