tDate,Country,Vaccine,NumberOfVaccinated
2021-12-01,Chile,CanSino,573127
2021-12-01,Chile,Oxford/AstraZeneca,542126
2021-12-01,Chile,Pfizer/BioNTech,7538779
2021-12-01,Chile,Sinovac,23831513
2021-12-01,Czechia,Johnson&Johnson,390735
2021-12-01,Czechia,Moderna,1095762
2021-12-01,Czechia,Oxford/AstraZeneca,883944
2021-12-01,Czechia,Pfizer/BioNTech,11240317
2021-12-01,France,Johnson&Johnson,1056283
2021-12-01,France,Moderna,11565490
2021-12-01,France,Oxford/AstraZeneca,7805372
2021-12-01,France,Pfizer/BioNTech,86046311
2021-12-01,Germany,Johnson&Johnson,3479270
2021-12-01,Germany,Moderna,10997470
2021-12-01,Germany,Oxford/AstraZeneca,12721073
2021-12-01,Germany,Pfizer/BioNTech,97581751
2021-12-01,Iceland,Johnson&Johnson,54307
2021-12-01,Iceland,Moderna,78572
2021-12-01,Iceland,Oxford/AstraZeneca,115664
2021-12-01,Iceland,Pfizer/BioNTech,416470
2021-12-01,Italy,Johnson&Johnson,1496428
2021-12-01,Italy,Moderna,13032939
2021-12-01,Italy,Pfizer/BioNTech,70326717
2021-12-01,Latvia,Johnson&Johnson,272674
2021-12-01,Latvia,Moderna,415006
2021-12-01,Latvia,Pfizer/BioNTech,1335703
2021-12-01,South Korea,Johnson&Johnson,1514993
2021-12-01,South Korea,Moderna,13896092
2021-12-01,South Korea,Oxford/AstraZeneca,22155031
2021-12-01,South Korea,Pfizer/BioNTech,48065395
2021-12-01,Switzerland,Johnson&Johnson,39847
2021-12-01,Switzerland,Moderna,7715275
2021-12-01,Switzerland,Pfizer/BioNTech,4222257
2021-12-01,United States,Johnson&Johnson,16671481
2021-12-01,United States,Moderna,176594175
2021-12-01,United States,Pfizer/BioNTech,268520407
