Date,Country,Vaccine,NumberOfVaccinated
2021-11-22,Chile,CanSino,572824
2021-11-22,Chile,Oxford/AstraZeneca,538780
2021-11-22,Chile,Pfizer/BioNTech,7494448
2021-11-22,Chile,Sinovac,23596175
2021-11-22,Czechia,Johnson&Johnson,366746
2021-11-22,Czechia,Moderna,1031586
2021-11-22,Czechia,Oxford/AstraZeneca,883204
2021-11-22,Czechia,Pfizer/BioNTech,10812846
2021-11-22,France,Johnson&Johnson,1053268
2021-11-22,France,Moderna,11373558
2021-11-22,France,Oxford/AstraZeneca,7800502
2021-11-22,France,Pfizer/BioNTech,82836065
2021-11-22,Germany,Johnson&Johnson,3393367
2021-11-22,Germany,Moderna,10002000
2021-11-22,Germany,Oxford/AstraZeneca,12708816
2021-11-22,Germany,Pfizer/BioNTech,91956135
2021-11-22,Iceland,Johnson&Johnson,54200
2021-11-22,Iceland,Moderna,63249
2021-11-22,Iceland,Oxford/AstraZeneca,115613
2021-11-22,Iceland,Pfizer/BioNTech,388759
2021-11-22,Italy,Johnson&Johnson,1494523
2021-11-22,Italy,Moderna,11991601
2021-11-22,Italy,Oxford/AstraZeneca,12154386
2021-11-22,Italy,Pfizer/BioNTech,68219083
2021-11-22,Latvia,Johnson&Johnson,264977
2021-11-22,Latvia,Moderna,359635
2021-11-22,Latvia,Oxford/AstraZeneca,262392
2021-11-22,Latvia,Pfizer/BioNTech,1305589
2021-11-22,South Korea,Johnson&Johnson,1507249
2021-11-22,South Korea,Moderna,13567046
2021-11-22,South Korea,Oxford/AstraZeneca,22141158
2021-11-22,South Korea,Pfizer/BioNTech,46147913
2021-11-22,Switzerland,Johnson&Johnson,34952
2021-11-22,Switzerland,Moderna,7503523
2021-11-22,Switzerland,Pfizer/BioNTech,4018297
2021-11-22,United States,Johnson&Johnson,16466807
2021-11-22,United States,Moderna,172810191
2021-11-22,United States,Pfizer/BioNTech,262914388
