Date,Country,Vaccine,NumberOfVaccinated
2021-10-06,Chile,CanSino,568562
2021-10-06,Chile,Oxford/AstraZeneca,514331
2021-10-06,Chile,Pfizer/BioNTech,7320440
2021-10-06,Chile,Sinovac,21042323
2021-10-06,Czechia,Johnson&Johnson,239764
2021-10-06,Czechia,Moderna,923794
2021-10-06,Czechia,Oxford/AstraZeneca,881548
2021-10-06,Czechia,Pfizer/BioNTech,9816274
2021-10-06,France,Johnson&Johnson,1042994
2021-10-06,France,Moderna,10619925
2021-10-06,France,Oxford/AstraZeneca,7791034
2021-10-06,France,Pfizer/BioNTech,76345074
2021-10-06,Germany,Johnson&Johnson,3217503
2021-10-06,Germany,Moderna,9688276
2021-10-06,Germany,Oxford/AstraZeneca,12695910
2021-10-06,Germany,Pfizer/BioNTech,83014585
2021-10-06,Iceland,Johnson&Johnson,53905
2021-10-06,Iceland,Moderna,62541
2021-10-06,Iceland,Oxford/AstraZeneca,115479
2021-10-06,Iceland,Pfizer/BioNTech,326558
2021-10-06,Italy,Johnson&Johnson,1479569
2021-10-06,Italy,Moderna,10836544
2021-10-06,Italy,Oxford/AstraZeneca,12151014
2021-10-06,Italy,Pfizer/BioNTech,61272840
2021-10-06,Latvia,Johnson&Johnson,146170
2021-10-06,Latvia,Moderna,248193
2021-10-06,Latvia,Pfizer/BioNTech,1016117
2021-10-06,South Korea,Johnson&Johnson,1454098
2021-10-06,South Korea,Moderna,8422341
2021-10-06,South Korea,Oxford/AstraZeneca,21655381
2021-10-06,South Korea,Pfizer/BioNTech,35355740
2021-10-06,Switzerland,Johnson&Johnson,131
2021-10-06,Switzerland,Moderna,6959081
2021-10-06,Switzerland,Pfizer/BioNTech,3621318
2021-10-06,United States,Johnson&Johnson,15107206
2021-10-06,United States,Moderna,152371218
2021-10-06,United States,Pfizer/BioNTech,230795097
