Date,Country,Vaccine,NumberOfVaccinated
2021-05-12,Chile,Oxford/AstraZeneca,89713
2021-05-12,Chile,Pfizer/BioNTech,2528845
2021-05-12,Chile,Sinovac,13642087
2021-05-12,Czechia,Johnson&Johnson,20148
2021-05-12,Czechia,Moderna,381118
2021-05-12,Czechia,Oxford/AstraZeneca,427440
2021-05-12,Czechia,Pfizer/BioNTech,3096460
2021-05-12,France,Johnson&Johnson,145181
2021-05-12,France,Moderna,2366734
2021-05-12,France,Oxford/AstraZeneca,4324960
2021-05-12,France,Pfizer/BioNTech,20820725
2021-05-12,Germany,Johnson&Johnson,38282
2021-05-12,Germany,Moderna,2615385
2021-05-12,Germany,Oxford/AstraZeneca,7425901
2021-05-12,Germany,Pfizer/BioNTech,28381216
2021-05-12,Iceland,Johnson&Johnson,8881
2021-05-12,Iceland,Moderna,15358
2021-05-12,Iceland,Oxford/AstraZeneca,61416
2021-05-12,Iceland,Pfizer/BioNTech,117335
2021-05-12,Italy,Johnson&Johnson,210829
2021-05-12,Italy,Moderna,2097532
2021-05-12,Italy,Oxford/AstraZeneca,5570534
2021-05-12,Italy,Pfizer/BioNTech,17745238
2021-05-12,Latvia,Johnson&Johnson,1831
2021-05-12,Latvia,Moderna,97935
2021-05-12,Latvia,Oxford/AstraZeneca,163100
2021-05-12,Latvia,Pfizer/BioNTech,197826
2021-05-12,Lithuania,Johnson&Johnson,6834
2021-05-12,Lithuania,Moderna,108718
2021-05-12,Lithuania,Oxford/AstraZeneca,275508
2021-05-12,Lithuania,Pfizer/BioNTech,860494
2021-05-12,Switzerland,Moderna,1846479
2021-05-12,Switzerland,Pfizer/BioNTech,1713658
2021-05-12,United States,Johnson&Johnson,9266062
2021-05-12,United States,Moderna,113582961
2021-05-12,United States,Pfizer/BioNTech,141636737
