tDate,Country,Vaccine,NumberOfVaccinated
2021-11-10,Chile,CanSino,572414
2021-11-10,Chile,Oxford/AstraZeneca,534047
2021-11-10,Chile,Pfizer/BioNTech,7440170
2021-11-10,Chile,Sinovac,23173026
2021-11-10,Czechia,Johnson&Johnson,322130
2021-11-10,Czechia,Moderna,991705
2021-11-10,Czechia,Oxford/AstraZeneca,882742
2021-11-10,Czechia,Pfizer/BioNTech,10468755
2021-11-10,France,Johnson&Johnson,1049996
2021-11-10,France,Moderna,11238848
2021-11-10,France,Oxford/AstraZeneca,7797390
2021-11-10,France,Pfizer/BioNTech,80690765
2021-11-10,Germany,Johnson&Johnson,3341410
2021-11-10,Germany,Moderna,9861135
2021-11-10,Germany,Oxford/AstraZeneca,12710556
2021-11-10,Germany,Pfizer/BioNTech,88210339
2021-11-10,Iceland,Johnson&Johnson,54097
2021-11-10,Iceland,Moderna,63152
2021-11-10,Iceland,Oxford/AstraZeneca,115564
2021-11-10,Iceland,Pfizer/BioNTech,348996
2021-11-10,Italy,Johnson&Johnson,1492775
2021-11-10,Italy,Moderna,11547915
2021-11-10,Italy,Oxford/AstraZeneca,12154806
2021-11-10,Italy,Pfizer/BioNTech,66302262
2021-11-10,Latvia,Johnson&Johnson,250441
2021-11-10,Latvia,Moderna,321325
2021-11-10,Latvia,Oxford/AstraZeneca,262357
2021-11-10,Latvia,Pfizer/BioNTech,1253851
2021-11-10,South Korea,Johnson&Johnson,1494322
2021-11-10,South Korea,Moderna,12862401
2021-11-10,South Korea,Oxford/AstraZeneca,22123383
2021-11-10,South Korea,Pfizer/BioNTech,44272427
2021-11-10,Switzerland,Johnson&Johnson,27822
2021-11-10,Switzerland,Moderna,7322727
2021-11-10,Switzerland,Pfizer/BioNTech,3858891
2021-11-10,United States,Johnson&Johnson,16015198
2021-11-10,United States,Moderna,164985307
2021-11-10,United States,Pfizer/BioNTech,253035590
