 tDate,Country,Number,HolidayName
2021-05-03,Albania,1,Day off for International Worker’s Day
2021-05-03,Anguilla,1,Day off for Labor Day / May Day
2021-05-03,Antigua and Barbuda,1,Labour Day
2021-05-03,Bosnia and Herzegovina,1,Labor Day (Day 2)
2021-05-03,Botswana,1,Day off for Labor Day
2021-05-03,Bulgaria,1,Easter Monday
2021-05-03,China,1,Labour Day Holiday
2021-05-03,Costa Rica,1,Labor Day / May Day
2021-05-03,Cyprus,1,Easter Monday (Orthodox)
2021-05-03,Dominica,1,Labor Day / May Day
2021-05-03,Egypt,1,Spring Festival
2021-05-03,Eswatini,1,Day off for May Day
2021-05-03,Georgia,1,Orthodox Easter Monday
2021-05-03,Ghana,1,May Day observed
2021-05-03,Gibraltar,1,May Day observed
2021-05-03,Greece,1,Orthodox Easter Monday
2021-05-03,Grenada,1,Labour Day observed
2021-05-03,Guatemala,1,Labor Day Holiday
2021-05-03,Guernsey,1,May Day
2021-05-03,Ireland,1,May Day
2021-05-03,Isle of Man,1,Early May Bank Holiday
2021-05-03,Jersey,1,Early May Bank Holiday
2021-05-03,Kazakhstan,1,Day off for Unity Day
2021-05-03,Kosovo,1,Orthodox Easter Monday
2021-05-03,Kosovo,2,Day off for International Labour Day
2021-05-03,Kyrgyzstan,1,May Day observed
2021-05-03,Laos,1,Day off for Labor Day / May Day
2021-05-03,Latvia,1,Public Holiday
2021-05-03,Lebanon,1,Orthodox Easter Monday
2021-05-03,Malawi,1,Day off for May Day
2021-05-03,Moldova,1,Orthodox Easter Monday
2021-05-03,Montenegro,1,Labour Day/May Day Holiday observed
2021-05-03,Montserrat,1,Labour Day
2021-05-03,Nigeria,1,Day off for Workers` Day
2021-05-03,North Macedonia,1,Easter Monday (Orthodox)
2021-05-03,Poland,1,Constitution Day
2021-05-03,Romania,1,Orthodox Easter Monday
2021-05-03,Russia,1,Day off for Spring and Labor Day
2021-05-03,Rwanda,1,Labor Day observed
2021-05-03,Saint Kitts and Nevis,1,Labor Day / May Day
2021-05-03,Serbia,1,Easter Monday
2021-05-03,Serbia,2,Labor holiday second day
2021-05-03,Thailand,1,Labor Day observed
2021-05-03,Togo,1,Day off for Labour Day
2021-05-03,Ukraine,1,Orthodox Easter Day holiday
2021-05-03,United Kingdom,1,Early May Bank Holiday
2021-05-03,Vietnam,1,International Labor Day observed
