 tDate,Country,Number,HolidayName
2022-04-15,American Samoa,1,Good Friday
2022-04-15,Andorra,1,Good Friday
2022-04-15,Angola,1,Good Friday
2022-04-15,Anguilla,1,Good Friday
2022-04-15,Antigua and Barbuda,1,Good Friday
2022-04-15,Argentina,1,Good Friday
2022-04-15,Aruba,1,Good Friday
2022-04-15,Australia,1,Good Friday
2022-04-15,Barbados,1,Good Friday
2022-04-15,Belize,1,Good Friday
2022-04-15,Bermuda,1,Good Friday
2022-04-15,Bolivia,1,Good Friday
2022-04-15,Botswana,1,Good Friday
2022-04-15,Brazil,1,Good Friday
2022-04-15,British Virgin Islands,1,Good Friday
2022-04-15,Cambodia,1,Khmer New Year Day (Day 2)
2022-04-15,Cameroon,1,Good Friday
2022-04-15,Canada,1,Good Friday
2022-04-15,Cayman Islands,1,Good Friday
2022-04-15,Chile,1,Good Friday
2022-04-15,Colombia,1,Good Friday
2022-04-15,Cook Islands,1,Good Friday
2022-04-15,Costa Rica,1,Good Friday
2022-04-15,Cuba,1,Good Friday
2022-04-15,Curacao,1,Good Friday
2022-04-15,Czechia,1,Good Friday
2022-04-15,Denmark,1,Good Friday
2022-04-15,Dominica,1,Good Friday
2022-04-15,Dominican Republic,1,Good Friday
2022-04-15,East Timor,1,Good Friday
2022-04-15,Ecuador,1,Good Friday
2022-04-15,El Salvador,1,Good Friday
2022-04-15,Equatorial Guinea,1,Good Friday
2022-04-15,Estonia,1,Good Friday
2022-04-15,Eswatini,1,Good Friday
2022-04-15,Falkland Islands,1,Good Friday
2022-04-15,Faroe Islands,1,Good Friday
2022-04-15,Fiji,1,Good Friday
2022-04-15,Finland,1,Good Friday
2022-04-15,French Guiana,1,Good Friday
2022-04-15,Gambia,1,Good Friday
2022-04-15,Germany,1,Good Friday
2022-04-15,Ghana,1,Good Friday
2022-04-15,Gibraltar,1,Good Friday
2022-04-15,Greenland,1,Good Friday
2022-04-15,Grenada,1,Good Friday
2022-04-15,Guatemala,1,Good Friday
2022-04-15,Guernsey,1,Good Friday
2022-04-15,Guyana,1,Good Friday
2022-04-15,Haiti,1,Good Friday
2022-04-15,Honduras,1,Good Friday
2022-04-15,Hong Kong,1,Good Friday
2022-04-15,Hungary,1,Good Friday
2022-04-15,Iceland,1,Good Friday
2022-04-15,India,1,Good Friday
2022-04-15,Indonesia,1,Good Friday
2022-04-15,Isle of Man,1,Good Friday
2022-04-15,Jamaica,1,Good Friday
2022-04-15,Jersey,1,Good Friday
2022-04-15,Kenya,1,Good Friday
2022-04-15,Kiribati,1,Good Friday
2022-04-15,Latvia,1,Good Friday
2022-04-15,Lebanon,1,Good Friday
2022-04-15,Lesotho,1,Good Friday
2022-04-15,Macau,1,Good Friday
2022-04-15,Malawi,1,Good Friday
2022-04-15,Malta,1,Good Friday
2022-04-15,Marshall Islands,1,Good Friday
2022-04-15,Montserrat,1,Good Friday
2022-04-15,Myanmar,1,Maha Thingyan (Water Festival)
2022-04-15,Namibia,1,Good Friday
2022-04-15,Nauru,1,Good Friday
2022-04-15,Netherlands,1,Good Friday
2022-04-15,New Zealand,1,Good Friday
2022-04-15,Nicaragua,1,Good Friday
2022-04-15,Nigeria,1,Good Friday
2022-04-15,North Korea,1,Birth Date of Kim Il Sung
2022-04-15,Northern Mariana Islands,1,Good Friday
2022-04-15,Norway,1,Good Friday
2022-04-15,Panama,1,Good Friday
2022-04-15,Papua New Guinea,1,Good Friday
2022-04-15,Paraguay,1,Good Friday
2022-04-15,Peru,1,Good Friday
2022-04-15,Philippines,1,Good Friday
2022-04-15,Portugal,1,Good Friday
2022-04-15,Puerto Rico,1,Good Friday
2022-04-15,Rwanda,1,Good Friday
2022-04-15,Saint Helena,1,Good Friday
2022-04-15,Saint Kitts and Nevis,1,Good Friday
2022-04-15,Saint Lucia,1,Good Friday
2022-04-15,Saint Vincent and the Grenadines,1,Good Friday
2022-04-15,Samoa,1,Good Friday
2022-04-15,Seychelles,1,Good Friday
2022-04-15,Sierra Leone,1,Good Friday
2022-04-15,Singapore,1,Good Friday
2022-04-15,Sint Maarten,1,Good Friday
2022-04-15,Slovakia,1,Good Friday
2022-04-15,Solomon Islands,1,Good Friday
2022-04-15,South Africa,1,Good Friday
2022-04-15,Spain,1,Good Friday
2022-04-15,Sri Lanka,1,Good Friday
2022-04-15,Suriname,1,Good Friday
2022-04-15,Sweden,1,Good Friday
2022-04-15,Tanzania,1,Good Friday
2022-04-15,Thailand,1,Songkran
2022-04-15,The Bahamas,1,Good Friday
2022-04-15,Tonga,1,Good Friday
2022-04-15,Trinidad and Tobago,1,Good Friday
2022-04-15,Turks and Caicos Islands,1,Good Friday
2022-04-15,Tuvalu,1,Good Friday
2022-04-15,Uganda,1,Good Friday
2022-04-15,United Kingdom,1,Good Friday
2022-04-15,US Virgin Islands,1,Good Friday
2022-04-15,Vanuatu,1,Good Friday
2022-04-15,Venezuela,1,Good Friday
2022-04-15,Zambia,1,Good Friday
2022-04-15,Zimbabwe,1,Good Friday
