 tDate,Country,Number,HolidayName
2021-12-31,Armenia,1,New Year`s Eve
2021-12-31,Azerbaijan,1,World Azerbaijanis Solidarity Day
2021-12-31,Brazil,1,New Year`s Eve (from 2pm)
2021-12-31,Cuba,1,New Year`s Eve
2021-12-31,Denmark,1,Bank Holiday
2021-12-31,East Timor,1,National Heroes Day
2021-12-31,Ecuador,1,Day off for New Year`s Day
2021-12-31,Faroe Islands,1,New Year`s Eve
2021-12-31,Greenland,1,New Year`s Eve
2021-12-31,Guam,1,New Year observed
2021-12-31,Guatemala,1,New Year`s Eve
2021-12-31,Iceland,1,New Year`s Eve (from noon)
2021-12-31,Latvia,1,New Year`s Eve
2021-12-31,Marshall Islands,1,Day off for New Year`s Day
2021-12-31,Micronesia,1,New Year`s Day observed
2021-12-31,Montserrat,1,Festival Day
2021-12-31,Myanmar,1,New Year Holiday
2021-12-31,Northern Mariana Islands,1,Day off for New Year`s Day
2021-12-31,Palau,1,Day off for New Year`s Day
2021-12-31,Russia,1,Public Holiday
2021-12-31,San Marino,1,New Year`s Eve
2021-12-31,Sao Tome and Principe,1,Day off for New Year
2021-12-31,Taiwan,1,Republic Day/New Year`s Day observed
2021-12-31,Thailand,1,New Year`s Eve
2021-12-31,United States,1,Day off for New Year`s Day
2021-12-31,Venezuela,1,New Year`s Eve
