 tDate,Country,Number,HolidayName
2022-07-09,Afghanistan,1,Day of Arafat
2022-07-09,Argentina,1,Independence day
2022-07-09,Bahrain,1,Arafat Day
2022-07-09,Bhutan,1,Birth Anniversary of Guru Rinpoche
2022-07-09,Djibouti,1,Arafat Day
2022-07-09,Egypt,1,Arafat Day
2022-07-09,Jordan,1,Arafah
2022-07-09,Kuwait,1,Waqfat Arafat Day
2022-07-09,Libya,1,Day of Arafah
2022-07-09,Maldives,1,Hajj Day
2022-07-09,Palau,1,Constitution Day
2022-07-09,Saudi Arabia,1,Arafat Day
2022-07-09,Singapore,1,Hari Raya Haji
2022-07-09,South Sudan,1,Independence Day
2022-07-09,Sudan,1,Eid al-Adha holiday
2022-07-09,United Arab Emirates,1,Arafat (Hajj) Day
2022-07-09,Yemen,1,Eid al-Adha Eve
