 tDate,Country,Number,HolidayName
2022-05-26,Aruba,1,Ascension Day
2022-05-26,Austria,1,Ascension Day
2022-05-26,Belgium,1,Ascension Day
2022-05-26,Benin,1,Ascension Day
2022-05-26,Botswana,1,Ascension Day
2022-05-26,Burkina Faso,1,Ascension Day
2022-05-26,Burundi,1,Ascension Day
2022-05-26,Cameroon,1,Ascension Day
2022-05-26,Central African Republic,1,Ascension Day
2022-05-26,Congo,1,Ascension Day
2022-05-26,Cote d`Ivoire,1,Ascension Day
2022-05-26,Curacao,1,Ascension Day
2022-05-26,Denmark,1,Ascension Day
2022-05-26,Eswatini,1,Ascension Day
2022-05-26,Faroe Islands,1,Ascension Day
2022-05-26,Finland,1,Ascension Day
2022-05-26,France,1,Ascension Day
2022-05-26,French Guiana,1,Ascension Day
2022-05-26,French Polynesia,1,Ascension Day
2022-05-26,Georgia,1,Independence Day
2022-05-26,Germany,1,Ascension Day
2022-05-26,Greenland,1,Ascension Day
2022-05-26,Guyana,1,Independence Day
2022-05-26,Iceland,1,Ascension Day
2022-05-26,Indonesia,1,Ascension Day of Jesus Christ
2022-05-26,Lesotho,1,Ascension Day
2022-05-26,Liechtenstein,1,Ascension Day
2022-05-26,Luxembourg,1,Ascension Day
2022-05-26,Madagascar,1,Ascension Day
2022-05-26,Martinique,1,Ascension Day
2022-05-26,Monaco,1,Ascension Day
2022-05-26,Namibia,1,Ascension Day
2022-05-26,Netherlands,1,Ascension Day
2022-05-26,New Caledonia,1,Ascension Day
2022-05-26,Norway,1,Ascension Day
2022-05-26,Reunion,1,Ascension Day
2022-05-26,Saint Martin,1,Ascension Day
2022-05-26,Saint Pierre and Miquelon,1,Ascension Day
2022-05-26,Senegal,1,Ascension Day
2022-05-26,Sint Maarten,1,Ascension Day
2022-05-26,St. Barts,1,Ascension Day
2022-05-26,Sweden,1,Ascension Day
2022-05-26,Togo,1,Ascension Day
2022-05-26,Vanuatu,1,Ascension Day
2022-05-26,Vatican City (Holy See),1,Ascension Day
2022-05-26,Wallis and Futuna,1,Ascension Day
