 tDate,Country,Number,HolidayName
2021-01-02,Albania,1,New Year`s Day (Day 2)
2021-01-02,Armenia,1,New Year`s Day (Day 2)
2021-01-02,Azerbaijan,1,New Year`s Day (day 2)
2021-01-02,Belarus,1,New Year Holiday
2021-01-02,Bhutan,1,Winter Solstice (Nyilo)
2021-01-02,Bosnia and Herzegovina,1,New Year`s (Day 2)
2021-01-02,Botswana,1,Public Holiday (January)
2021-01-02,Brunei,1,Day off for New Year`s Day
2021-01-02,China,1,New Year`s Holiday
2021-01-02,Cook Islands,1,Day After New Year`s Day
2021-01-02,Cuba,1,New Year Day
2021-01-02,Georgia,1,New Year`s (Day 2)
2021-01-02,Haiti,1,Heroes’ Day/Ancestors’ Day
2021-01-02,Kazakhstan,1,New Year Holiday
2021-01-02,Kosovo,1,Second Day of New Year
2021-01-02,Mauritius,1,New Year (Day 2)
2021-01-02,Montenegro,1,New Year`s Day Holiday
2021-01-02,Romania,1,Day after New Year`s Day
2021-01-02,Rwanda,1,Day After New Year`s Day
2021-01-02,Saint Kitts and Nevis,1,Carnival Day
2021-01-02,Saint Lucia,1,New Year holiday
2021-01-02,Samoa,1,Day After New Year`s Day
2021-01-02,Serbia,1,Second Day of Western New Year`s Day
2021-01-02,Seychelles,1,New Year holiday
2021-01-02,Slovenia,1,New Year holiday
2021-01-02,Uzbekistan,1,New Year Holiday
