 tDate,Country,Number,HolidayName
2021-05-09,Armenia,1,Victory and Peace Day
2021-05-09,Azerbaijan,1,Victory Day over Fascism
2021-05-09,Belarus,1,Victory Day
2021-05-09,Cote d`Ivoire,1,Day After Laila tou-Kadr
2021-05-09,Georgia,1,Victory Day
2021-05-09,Guinea,1,Lailat al-Qadr
2021-05-09,Kazakhstan,1,Victory Day
2021-05-09,Kosovo,1,Europe Day
2021-05-09,Kyrgyzstan,1,Victory Day
2021-05-09,Latvia,1,Mothers` Day
2021-05-09,Luxembourg,1,Europe Day
2021-05-09,Moldova,1,Victory Day
2021-05-09,Niger,1,Lailat al-Qadr
2021-05-09,Puerto Rico,1,Mothers` Day
2021-05-09,Qatar,1,Eid al-Fitr Public Sector Holiday
2021-05-09,Russia,1,Victory Day
2021-05-09,Saudi Arabia,1,Eid al-Fitr Holiday
2021-05-09,Tajikistan,1,Victory Day
2021-05-09,Ukraine,1,Victory Day / Memorial Day
2021-05-09,Uzbekistan,1,Remembrance Day
