 tDate,Country,Number,HolidayName
2022-07-10,Afghanistan,1,Eid al-Qurban
2022-07-10,Albania,1,Feast of the Sacrifice
2022-07-10,Algeria,1,Eid al-Adha
2022-07-10,Azerbaijan,1,Feast of the Sacrifice
2022-07-10,Bahrain,1,Eid al-Adha
2022-07-10,Bangladesh,1,Eid al-Adha
2022-07-10,Benin,1,Tabaski
2022-07-10,Brunei,1,Eid ul Adha
2022-07-10,Burkina Faso,1,Eid al-Adha
2022-07-10,Burundi,1,Eid al-Adha
2022-07-10,Cameroon,1,Eid al-Adha
2022-07-10,Central African Republic,1,Eid al-Adha
2022-07-10,Chad,1,Eid al-Adha
2022-07-10,Comoros,1,Eid al-Adha
2022-07-10,Cote d`Ivoire,1,Aid el-Kebir
2022-07-10,Djibouti,1,Eid al-Adha
2022-07-10,East Timor,1,Eid ul Adha
2022-07-10,Egypt,1,Eid al-Adha
2022-07-10,Eritrea,1,Eid al-Adha
2022-07-10,Ethiopia,1,Eid al-Adha
2022-07-10,Gabon,1,Eid al-Adha
2022-07-10,Gambia,1,Eid al-Adha
2022-07-10,Ghana,1,Eid al-Adha
2022-07-10,Guinea,1,Eid al-Adha
2022-07-10,Guinea-Bissau,1,Eid al-Adha
2022-07-10,Guyana,1,Eid ul Adha
2022-07-10,India,1,Bakr Id/Eid ul-Adha
2022-07-10,Indonesia,1,Idul Adha
2022-07-10,Iran,1,Eid-e-Ghorban (Feast of Sacrifice)
2022-07-10,Iraq,1,Eid al-Adha
2022-07-10,Jordan,1,Eid al-Adha
2022-07-10,Kazakhstan,1,Kurban Ait
2022-07-10,Kosovo,1,Kurban Bayrami
2022-07-10,Kuwait,1,Eid al-Adha
2022-07-10,Kyrgyzstan,1,Kurman Ait
2022-07-10,Lebanon,1,Eid al-Adha
2022-07-10,Malaysia,1,Hari Raya Haji
2022-07-10,Maldives,1,Eid ul Adha
2022-07-10,Mali,1,Eid al-Adha
2022-07-10,Mauritania,1,Eid ul Adha
2022-07-10,Mayotte,1,Eid al-Adha
2022-07-10,Morocco,1,Eid al-Adha
2022-07-10,Myanmar,1,Eid al-Adha
2022-07-10,Niger,1,Eid al-Adha
2022-07-10,Nigeria,1,Id el Kabir
2022-07-10,Oman,1,Eid al-Adha
2022-07-10,Pakistan,1,Eid al-Adha
2022-07-10,Philippines,1,Eid al-Adha (Feast of the Sacrifice)
2022-07-10,Qatar,1,Eid al-Adha (Feast of Sacrifice)
2022-07-10,Rwanda,1,Eid ul Adha
2022-07-10,Saudi Arabia,1,Eid al-Adha
2022-07-10,Senegal,1,Tabaski
2022-07-10,Sierra Leone,1,Tabaski
2022-07-10,Somalia,1,Eid al-Adha
2022-07-10,South Sudan,1,Eid al-Adha
2022-07-10,Sri Lanka,1,Eid al-Adha
2022-07-10,Sudan,1,Eid al-Adha
2022-07-10,Suriname,1,Eid al-Adha
2022-07-10,Syria,1,Eid al-Adha
2022-07-10,Tajikistan,1,Eid ul Adha
2022-07-10,Tanzania,1,Eid al-Adha
2022-07-10,The Bahamas,1,Independence Day
2022-07-10,Togo,1,Tabaski
2022-07-10,Tunisia,1,Eid al-Adha
2022-07-10,Turkey,1,Sacrifice Feast
2022-07-10,Turkmenistan,1,Kurban Bayramy
2022-07-10,Uganda,1,Eid al-Adha
2022-07-10,United Arab Emirates,1,Eid al-Adha (Feast of Sacrifice)
2022-07-10,Uzbekistan,1,Eid al-Adha
2022-07-10,Yemen,1,Eid al-Adha
