 tDate,Country,Number,HolidayName
2020-04-10,American Samoa,1,Good Friday
2020-04-10,Andorra,1,Good Friday
2020-04-10,Angola,1,Good Friday
2020-04-10,Anguilla,1,Good Friday
2020-04-10,Antigua and Barbuda,1,Good Friday
2020-04-10,Argentina,1,Good Friday
2020-04-10,Aruba,1,Good Friday
2020-04-10,Australia,1,Good Friday
2020-04-10,Barbados,1,Good Friday
2020-04-10,Belize,1,Good Friday
2020-04-10,Bermuda,1,Good Friday
2020-04-10,Bolivia,1,Good Friday
2020-04-10,Botswana,1,Good Friday
2020-04-10,Brazil,1,Good Friday
2020-04-10,British Virgin Islands,1,Good Friday
2020-04-10,Cameroon,1,Good Friday
2020-04-10,Canada,1,Good Friday
2020-04-10,Cayman Islands,1,Good Friday
2020-04-10,Chile,1,Good Friday
2020-04-10,Colombia,1,Good Friday
2020-04-10,Cook Islands,1,Good Friday
2020-04-10,Costa Rica,1,Good Friday
2020-04-10,Cuba,1,Good Friday
2020-04-10,Curacao,1,Good Friday
2020-04-10,Czechia,1,Good Friday
2020-04-10,Denmark,1,Good Friday
2020-04-10,Dominica,1,Good Friday
2020-04-10,Dominican Republic,1,Good Friday
2020-04-10,East Timor,1,Good Friday
2020-04-10,Ecuador,1,Good Friday
2020-04-10,El Salvador,1,Good Friday
2020-04-10,Equatorial Guinea,1,Good Friday
2020-04-10,Estonia,1,Good Friday
2020-04-10,Eswatini,1,Good Friday
2020-04-10,Falkland Islands,1,Good Friday
2020-04-10,Faroe Islands,1,Good Friday
2020-04-10,Fiji,1,Good Friday
2020-04-10,Finland,1,Good Friday
2020-04-10,French Guiana,1,Good Friday
2020-04-10,Gambia,1,Good Friday
2020-04-10,Germany,1,Good Friday
2020-04-10,Ghana,1,Good Friday
2020-04-10,Gibraltar,1,Good Friday
2020-04-10,Greenland,1,Good Friday
2020-04-10,Grenada,1,Good Friday
2020-04-10,Guatemala,1,Good Friday
2020-04-10,Guernsey,1,Good Friday
2020-04-10,Guyana,1,Good Friday
2020-04-10,Haiti,1,Good Friday
2020-04-10,Honduras,1,Good Friday
2020-04-10,Hong Kong,1,Good Friday
2020-04-10,Hungary,1,Good Friday
2020-04-10,Iceland,1,Good Friday
2020-04-10,India,1,Good Friday
2020-04-10,Indonesia,1,Good Friday
2020-04-10,Isle of Man,1,Good Friday
2020-04-10,Jamaica,1,Good Friday
2020-04-10,Jersey,1,Good Friday
2020-04-10,Jordan,1,Public Holiday
2020-04-10,Kenya,1,Good Friday
2020-04-10,Kiribati,1,Good Friday
2020-04-10,Kuwait,1,Public Holiday
2020-04-10,Latvia,1,Good Friday
2020-04-10,Lebanon,1,Good Friday
2020-04-10,Lesotho,1,Good Friday
2020-04-10,Liberia,1,Fast and Prayer Day
2020-04-10,Macau,1,Good Friday
2020-04-10,Malawi,1,Good Friday
2020-04-10,Malta,1,Good Friday
2020-04-10,Marshall Islands,1,Good Friday
2020-04-10,Montserrat,1,Good Friday
2020-04-10,Namibia,1,Good Friday
2020-04-10,Nauru,1,Good Friday
2020-04-10,Netherlands,1,Good Friday
2020-04-10,New Zealand,1,Good Friday
2020-04-10,Nicaragua,1,Good Friday
2020-04-10,Nigeria,1,Good Friday
2020-04-10,Northern Mariana Islands,1,Good Friday
2020-04-10,Norway,1,Good Friday
2020-04-10,Panama,1,Good Friday
2020-04-10,Papua New Guinea,1,Good Friday
2020-04-10,Paraguay,1,Good Friday
2020-04-10,Peru,1,Good Friday
2020-04-10,Philippines,1,Good Friday
2020-04-10,Portugal,1,Good Friday
2020-04-10,Puerto Rico,1,Good Friday
2020-04-10,Russia,1,Non-Working Day (COVID-19)
2020-04-10,Rwanda,1,Good Friday
2020-04-10,Saint Helena,1,Good Friday
2020-04-10,Saint Kitts and Nevis,1,Good Friday
2020-04-10,Saint Lucia,1,Good Friday
2020-04-10,Saint Vincent and the Grenadines,1,Good Friday
2020-04-10,Samoa,1,Good Friday
2020-04-10,Seychelles,1,Good Friday
2020-04-10,Sierra Leone,1,Good Friday
2020-04-10,Singapore,1,Good Friday
2020-04-10,Sint Maarten,1,Good Friday
2020-04-10,Slovakia,1,Good Friday
2020-04-10,Solomon Islands,1,Good Friday
2020-04-10,South Africa,1,Good Friday
2020-04-10,Spain,1,Good Friday
2020-04-10,Sri Lanka,1,Good Friday
2020-04-10,Suriname,1,Good Friday
2020-04-10,Sweden,1,Good Friday
2020-04-10,Tanzania,1,Good Friday
2020-04-10,The Bahamas,1,Good Friday
2020-04-10,Tonga,1,Good Friday
2020-04-10,Trinidad and Tobago,1,Good Friday
2020-04-10,Turks and Caicos Islands,1,Good Friday
2020-04-10,Tuvalu,1,Good Friday
2020-04-10,Uganda,1,Good Friday
2020-04-10,United Kingdom,1,Good Friday
2020-04-10,US Virgin Islands,1,Good Friday
2020-04-10,Vanuatu,1,Good Friday
2020-04-10,Venezuela,1,Good Friday
2020-04-10,Zambia,1,Good Friday
2020-04-10,Zimbabwe,1,Good Friday
