 tDate,Country,Number,HolidayName
2020-03-09,Azerbaijan,1,Women`s Day observed
2020-03-09,Belize,1,National Heroes and Benefactors Day
2020-03-09,British Virgin Islands,1,Commonwealth Day
2020-03-09,Burkina Faso,1,Day off for International Women`s Day
2020-03-09,Chad,1,Day off for International Women`s Day
2020-03-09,Gibraltar,1,Commonwealth Day
2020-03-09,Kazakhstan,1,Day off for International Women`s Day
2020-03-09,Nauru,1,International Women`s Day observed
2020-03-09,Russia,1,Day off for International Women`s Day
2020-03-09,Sierra Leone,1,Day off for International Women`s Day
2020-03-09,Sri Lanka,1,Madin Full Moon Poya Day
2020-03-09,Suriname,1,Holi Phagwa
2020-03-09,Turks and Caicos Islands,1,Commonwealth Day
2020-03-09,Tuvalu,1,Commonwealth Day
2020-03-09,Ukraine,1,International Women`s Day observed
2020-03-09,Zambia,1,Day off for International Women`s Day
