 tDate,Country,Number,HolidayName
2020-08-21,Cambodia,1,Khmer New Year Replacement Holiday (Day 5)
2020-08-21,Comoros,1,Muharram
2020-08-21,Hungary,1,Hungary National Day Holiday
2020-08-21,Indonesia,1,Muharram / Islamic New Year Holiday
2020-08-21,Iraq,1,Islamic New Year
2020-08-21,Mauritania,1,Muharram/Islamic New Year
2020-08-21,Morocco,1,Youth Day
2020-08-21,Morocco,2,Hijra New Year
2020-08-21,Niger,1,Muharram
2020-08-21,Oman,1,Muharram
2020-08-21,Philippines,1,Ninoy Aquino Day
2020-08-21,Sudan,1,Muharram
