tDate,Country,Number,HolidayName
2023-04-07,Australia,1,Good Friday
2023-04-07,Canada,1,Good Friday
2023-04-07,Chile,1,Good Friday
2023-04-07,Colombia,1,Good Friday
2023-04-07,Costa Rica,1,Good Friday
2023-04-07,Czechia,1,Good Friday
2023-04-07,Denmark,1,Good Friday
2023-04-07,Estonia,1,Good Friday
2023-04-07,Finland,1,Good Friday
2023-04-07,Germany,1,Good Friday
2023-04-07,Hungary,1,Good Friday
2023-04-07,Iceland,1,Good Friday
2023-04-07,Latvia,1,Good Friday
2023-04-07,Netherlands,1,Good Friday
2023-04-07,New Zealand,1,Good Friday
2023-04-07,Norway,1,Good Friday
2023-04-07,Portugal,1,Good Friday
2023-04-07,Slovakia,1,Good Friday
2023-04-07,Spain,1,Good Friday
2023-04-07,Sweden,1,Good Friday
2023-04-07,United Kingdom,1,Good Friday
