 tDate,Country,Number,HolidayName
2022-01-03,Albania,1,Day off for New Year`s Day
2022-01-03,Albania,2,Day off for New Year`s Day (Day 2)
2022-01-03,Anguilla,1,New Year`s Day
2022-01-03,Armenia,1,New Year`s Day (Day 3)
2022-01-03,Azerbaijan,1,New Year`s Day observed
2022-01-03,Bermuda,1,New Year`s Day observed
2022-01-03,Bosnia and Herzegovina,1,New Year Holiday
2022-01-03,Bulgaria,1,New Year`s Day observed
2022-01-03,Burkina Faso,1,Burkina Faso Popular Uprising Day
2022-01-03,Canada,1,New Year`s Day observed
2022-01-03,Cayman Islands,1,Day off for New Year`s Day
2022-01-03,Cook Islands,1,New Year`s Day observed
2022-01-03,Dominica,1,New Year`s Day observed
2022-01-03,Eswatini,1,Day off for New Year
2022-01-03,Falkland Islands,1,New Year`s Day observed
2022-01-03,Fiji,1,Day off for New Year
2022-01-03,Ghana,1,New Year`s Day observed
2022-01-03,Gibraltar,1,New Year`s Day observed
2022-01-03,Grenada,1,New Year observed
2022-01-03,Guernsey,1,Day off for New Year`s Day
2022-01-03,Jersey,1,Day off for New Year`s Day
2022-01-03,Kazakhstan,1,Day off for New Year`s Day
2022-01-03,Kosovo,1,New Year`s Day observed
2022-01-03,Kosovo,2,Day off for Second Day of New Year
2022-01-03,Kyrgyzstan,1,New Year observed
2022-01-03,Malawi,1,Day off for New Year
2022-01-03,Montenegro,1,New Year`s Day Holiday observed
2022-01-03,Montserrat,1,New Year`s Day observed
2022-01-03,Nauru,1,New Year`s Day observed
2022-01-03,New Zealand,1,New Year`s Day Observed
2022-01-03,Russia,1,New Year Holiday
2022-01-03,Rwanda,1,New Year observed
2022-01-03,Rwanda,2,Day After New Year`s Day observed
2022-01-03,Saint Kitts and Nevis,1,New Year`s Day observed
2022-01-03,Saint Kitts and Nevis,2,Day off for Carnival Day
2022-01-03,Saint Vincent and the Grenadines,1,New Year`s Day observed
2022-01-03,Samoa,1,Day off for Day After New Year`s Day
2022-01-03,Serbia,1,Second Day of Western New Year`s Day
2022-01-03,Seychelles,1,Day off for New Year holiday
2022-01-03,Thailand,1,New Year`s Day observed
2022-01-03,The Bahamas,1,New Year`s Day observed
2022-01-03,Turks and Caicos Islands,1,Day off for New Year`s Day
2022-01-03,Tuvalu,1,Day off for New Year`s Day
2022-01-03,Ukraine,1,New Year`s Day observed
2022-01-03,United Kingdom,1,New Year`s Day observed
2022-01-03,Vietnam,1,International New Year`s Day observed
