 tDate,Country,Number,HolidayName
2020-05-02,Bangladesh,1,Public Holiday
2020-05-02,Bhutan,1,Birth Anniversary of Third Druk Gyalpo
2020-05-02,Bhutan,2,Death Anniversary of Zhabdrung (Zhabdrung Kuchoe)
2020-05-02,Bosnia and Herzegovina,1,Labor Day (Day 2)
2020-05-02,China,1,Labour Day Holiday
2020-05-02,Egypt,1,Day off for Labor Day
2020-05-02,Jordan,1,Public Holiday
2020-05-02,Kuwait,1,Public Holiday
2020-05-02,Montenegro,1,Labour Day/May Day Holiday
2020-05-02,Serbia,1,Labor holiday second day
2020-05-02,Slovenia,1,Labour Day holiday
2020-05-02,Yemen,1,Day off for May Day
