 tDate,Country,Number,HolidayName
2022-04-18,American Samoa,1,Flag Day
2022-04-18,Andorra,1,Easter Monday
2022-04-18,Anguilla,1,Easter Monday
2022-04-18,Antigua and Barbuda,1,Easter Monday
2022-04-18,Aruba,1,Easter Monday
2022-04-18,Australia,1,Easter Monday
2022-04-18,Austria,1,Easter Monday
2022-04-18,Barbados,1,Easter Monday
2022-04-18,Belgium,1,Easter Monday
2022-04-18,Belize,1,Easter Monday
2022-04-18,Benin,1,Easter Monday
2022-04-18,Botswana,1,Easter Monday
2022-04-18,British Virgin Islands,1,Easter Monday
2022-04-18,Burkina Faso,1,Easter Monday
2022-04-18,Canada,1,Easter Monday
2022-04-18,Cayman Islands,1,Easter Monday
2022-04-18,Central African Republic,1,Easter Monday
2022-04-18,Chad,1,Easter Monday
2022-04-18,Congo,1,Easter Monday
2022-04-18,Cook Islands,1,Easter Monday
2022-04-18,Cote d`Ivoire,1,Easter Monday
2022-04-18,Croatia,1,Easter Monday
2022-04-18,Curacao,1,Easter Monday
2022-04-18,Czechia,1,Easter Monday
2022-04-18,Denmark,1,Easter Monday
2022-04-18,Dominica,1,Easter Monday
2022-04-18,Eswatini,1,Easter Monday
2022-04-18,Faroe Islands,1,Easter Monday
2022-04-18,Fiji,1,Easter Monday
2022-04-18,Finland,1,Easter Monday
2022-04-18,France,1,Easter Monday
2022-04-18,French Guiana,1,Easter Monday
2022-04-18,French Polynesia,1,Easter Monday
2022-04-18,Gabon,1,Easter Monday
2022-04-18,Gambia,1,Easter Monday
2022-04-18,Germany,1,Easter Monday
2022-04-18,Ghana,1,Easter Monday
2022-04-18,Gibraltar,1,Easter Monday
2022-04-18,Greenland,1,Easter Monday
2022-04-18,Grenada,1,Easter Monday
2022-04-18,Guernsey,1,Easter Monday
2022-04-18,Guinea,1,Easter Monday
2022-04-18,Guyana,1,Easter Monday
2022-04-18,Hong Kong,1,Easter Monday
2022-04-18,Hungary,1,Easter Monday
2022-04-18,Iceland,1,Easter Monday
2022-04-18,Ireland,1,Easter Monday
2022-04-18,Isle of Man,1,Easter Monday
2022-04-18,Italy,1,Easter Monday
2022-04-18,Jamaica,1,Easter Monday
2022-04-18,Jersey,1,Easter Monday
2022-04-18,Kenya,1,Easter Monday
2022-04-18,Kiribati,1,Easter Monday
2022-04-18,Kosovo,1,Easter Monday
2022-04-18,Latvia,1,Easter Monday
2022-04-18,Lebanon,1,Easter Monday
2022-04-18,Lesotho,1,Easter Monday
2022-04-18,Liechtenstein,1,Easter Monday
2022-04-18,Lithuania,1,Easter Monday
2022-04-18,Luxembourg,1,Easter Monday
2022-04-18,Macau,1,Holy Saturday Holiday
2022-04-18,Madagascar,1,Easter Monday
2022-04-18,Malawi,1,Easter Monday
2022-04-18,Mali,1,Easter Monday
2022-04-18,Martinique,1,Easter Monday
2022-04-18,Mayotte,1,Easter Monday
2022-04-18,Monaco,1,Easter Monday
2022-04-18,Montserrat,1,Easter Monday
2022-04-18,Namibia,1,Easter Monday
2022-04-18,Nauru,1,Easter Monday
2022-04-18,Netherlands,1,Easter Monday
2022-04-18,New Caledonia,1,Easter Monday
2022-04-18,New Zealand,1,Easter Monday
2022-04-18,Niger,1,Easter Monday
2022-04-18,Nigeria,1,Easter Monday
2022-04-18,Norway,1,Easter Monday
2022-04-18,Papua New Guinea,1,Easter Monday
2022-04-18,Poland,1,Easter Monday
2022-04-18,Reunion,1,Easter Monday
2022-04-18,Rwanda,1,Easter Monday
2022-04-18,Saint Helena,1,Easter Monday
2022-04-18,Saint Kitts and Nevis,1,Easter Monday
2022-04-18,Saint Lucia,1,Easter Monday
2022-04-18,Saint Martin,1,Easter Monday
2022-04-18,Saint Pierre and Miquelon,1,Easter Monday
2022-04-18,Saint Vincent and the Grenadines,1,Easter Monday
2022-04-18,Samoa,1,Easter Monday
2022-04-18,San Marino,1,Easter Monday
2022-04-18,Senegal,1,Easter Monday
2022-04-18,Seychelles,1,Easter Monday
2022-04-18,Sierra Leone,1,Easter Monday
2022-04-18,Sint Maarten,1,Easter Monday
2022-04-18,Slovakia,1,Easter Monday
2022-04-18,Slovenia,1,Easter Monday
2022-04-18,Solomon Islands,1,Easter Monday
2022-04-18,South Africa,1,Family Day
2022-04-18,St. Barts,1,Easter Monday
2022-04-18,Suriname,1,Easter Monday
2022-04-18,Sweden,1,Easter Monday
2022-04-18,Tanzania,1,Easter Monday
2022-04-18,The Bahamas,1,Easter Monday
2022-04-18,Togo,1,Easter Monday
2022-04-18,Tonga,1,Easter Monday
2022-04-18,Trinidad and Tobago,1,Easter Monday
2022-04-18,Turks and Caicos Islands,1,Easter Monday
2022-04-18,Tuvalu,1,Easter Monday
2022-04-18,Uganda,1,Easter Monday
2022-04-18,US Virgin Islands,1,Easter Monday
2022-04-18,Vanuatu,1,Easter Monday
2022-04-18,Vatican City (Holy See),1,Easter Monday
2022-04-18,Wallis and Futuna,1,Easter Monday
2022-04-18,Zambia,1,Easter Monday
2022-04-18,Zimbabwe,1,Easter Monday
2022-04-18,Zimbabwe,2,Independence Day
