 tDate,Country,Number,HolidayName
2021-12-08,Albania,1,National Youth Day
2021-12-08,Andorra,1,Feast of the Immaculate Conception
2021-12-08,Argentina,1,Feast of the Immaculate Conception
2021-12-08,Austria,1,Immaculate Conception
2021-12-08,Chile,1,Inmaculate Conception Day
2021-12-08,Colombia,1,Feast of the Immaculate Conception
2021-12-08,East Timor,1,Day of Our Lady of Immaculate Conception
2021-12-08,Equatorial Guinea,1,Feast of the Immaculate Conception
2021-12-08,Falkland Islands,1,Battle Day
2021-12-08,Guam,1,Santa Marian Kamalen Day
2021-12-08,Italy,1,Feast of the Immaculate Conception
2021-12-08,Liechtenstein,1,Feast of the Immaculate Conception
2021-12-08,Macau,1,Feast of the Immaculate Conception
2021-12-08,Malta,1,Feast of the Immaculate Conception
2021-12-08,Monaco,1,Feast of the Immaculate Conception
2021-12-08,Nicaragua,1,Feast of the Immaculate Conception
2021-12-08,North Macedonia,1,Saint Kliment Ohridski`s Day
2021-12-08,Northern Mariana Islands,1,Constitution Day
2021-12-08,Panama,1,Mother`s Day
2021-12-08,Paraguay,1,Virgin of Caacupe Day
2021-12-08,Peru,1,Feast of the Immaculate Conception
2021-12-08,Portugal,1,Feast of the Immaculate Conception
2021-12-08,San Marino,1,Feast of the Immaculate Conception
2021-12-08,Seychelles,1,Immaculate Conception
2021-12-08,Spain,1,Immaculate Conception
2021-12-08,Uzbekistan,1,Constitution Day
2021-12-08,Vatican City (Holy See),1,Feast of the Immaculate Conception
