 tDate,Country,Number,HolidayName
2020-04-13,Andorra,1,Easter Monday
2020-04-13,Anguilla,1,Easter Monday
2020-04-13,Antigua and Barbuda,1,Easter Monday
2020-04-13,Aruba,1,Easter Monday
2020-04-13,Australia,1,Easter Monday
2020-04-13,Austria,1,Easter Monday
2020-04-13,Bangladesh,1,Public Holiday
2020-04-13,Barbados,1,Easter Monday
2020-04-13,Belgium,1,Easter Monday
2020-04-13,Belize,1,Easter Monday
2020-04-13,Benin,1,Easter Monday
2020-04-13,Botswana,1,Easter Monday
2020-04-13,British Virgin Islands,1,Easter Monday
2020-04-13,Burkina Faso,1,Easter Monday
2020-04-13,Cambodia,1,Khmer New Year Day (Day 1)
2020-04-13,Canada,1,Easter Monday
2020-04-13,Cayman Islands,1,Easter Monday
2020-04-13,Central African Republic,1,Easter Monday
2020-04-13,Chad,1,Easter Monday
2020-04-13,Congo,1,Easter Monday
2020-04-13,Cook Islands,1,Easter Monday
2020-04-13,Cote d`Ivoire,1,Easter Monday
2020-04-13,Croatia,1,Easter Monday
2020-04-13,Curacao,1,Easter Monday
2020-04-13,Czechia,1,Easter Monday
2020-04-13,Denmark,1,Easter Monday
2020-04-13,Dominica,1,Easter Monday
2020-04-13,Eswatini,1,Easter Monday
2020-04-13,Faroe Islands,1,Easter Monday
2020-04-13,Fiji,1,Easter Monday
2020-04-13,Finland,1,Easter Monday
2020-04-13,France,1,Easter Monday
2020-04-13,French Guiana,1,Easter Monday
2020-04-13,French Polynesia,1,Easter Monday
2020-04-13,Gabon,1,Easter Monday
2020-04-13,Gambia,1,Easter Monday
2020-04-13,Germany,1,Easter Monday
2020-04-13,Ghana,1,Easter Monday
2020-04-13,Gibraltar,1,Easter Monday
2020-04-13,Greenland,1,Easter Monday
2020-04-13,Grenada,1,Easter Monday
2020-04-13,Guernsey,1,Easter Monday
2020-04-13,Guinea,1,Easter Monday
2020-04-13,Guyana,1,Easter Monday
2020-04-13,Hong Kong,1,Easter Monday
2020-04-13,Hungary,1,Easter Monday
2020-04-13,Iceland,1,Easter Monday
2020-04-13,Ireland,1,Easter Monday
2020-04-13,Isle of Man,1,Easter Monday
2020-04-13,Italy,1,Easter Monday
2020-04-13,Jamaica,1,Easter Monday
2020-04-13,Jersey,1,Easter Monday
2020-04-13,Jordan,1,Public Holiday
2020-04-13,Kenya,1,Easter Monday
2020-04-13,Kiribati,1,Easter Monday
2020-04-13,Kosovo,1,Easter Monday
2020-04-13,Kuwait,1,Public Holiday
2020-04-13,Latvia,1,Easter Monday
2020-04-13,Lebanon,1,Easter Monday
2020-04-13,Lesotho,1,Easter Monday
2020-04-13,Liechtenstein,1,Easter Monday
2020-04-13,Lithuania,1,Easter Monday
2020-04-13,Luxembourg,1,Easter Monday
2020-04-13,Macau,1,Holy Saturday Holiday
2020-04-13,Madagascar,1,Easter Monday
2020-04-13,Malawi,1,Easter Monday
2020-04-13,Mali,1,Easter Monday
2020-04-13,Martinique,1,Easter Monday
2020-04-13,Mayotte,1,Easter Monday
2020-04-13,Monaco,1,Easter Monday
2020-04-13,Montserrat,1,Easter Monday
2020-04-13,Myanmar,1,Maha Thingyan (Water Festival)
2020-04-13,Namibia,1,Easter Monday
2020-04-13,Nauru,1,Easter Monday
2020-04-13,Nepal,1,Nepali New Year
2020-04-13,Netherlands,1,Easter Monday
2020-04-13,New Caledonia,1,Easter Monday
2020-04-13,New Zealand,1,Easter Monday
2020-04-13,Niger,1,Easter Monday
2020-04-13,Nigeria,1,Easter Monday
2020-04-13,Norway,1,Easter Monday
2020-04-13,Papua New Guinea,1,Easter Monday
2020-04-13,Poland,1,Easter Monday
2020-04-13,Reunion,1,Easter Monday
2020-04-13,Russia,1,Non-Working Day (COVID-19)
2020-04-13,Rwanda,1,Easter Monday
2020-04-13,Saint Helena,1,Easter Monday
2020-04-13,Saint Kitts and Nevis,1,Easter Monday
2020-04-13,Saint Lucia,1,Easter Monday
2020-04-13,Saint Martin,1,Easter Monday
2020-04-13,Saint Pierre and Miquelon,1,Easter Monday
2020-04-13,Saint Vincent and the Grenadines,1,Easter Monday
2020-04-13,Samoa,1,Easter Monday
2020-04-13,San Marino,1,Easter Monday
2020-04-13,Senegal,1,Easter Monday
2020-04-13,Seychelles,1,Easter Monday
2020-04-13,Sierra Leone,1,Easter Monday
2020-04-13,Sint Maarten,1,Easter Monday
2020-04-13,Slovakia,1,Easter Monday
2020-04-13,Slovenia,1,Easter Monday
2020-04-13,Solomon Islands,1,Easter Monday
2020-04-13,South Africa,1,Family Day
2020-04-13,Sri Lanka,1,Sinhala and Tamil New Year`s Day
2020-04-13,St. Barts,1,Easter Monday
2020-04-13,Suriname,1,Easter Monday
2020-04-13,Sweden,1,Easter Monday
2020-04-13,Tanzania,1,Easter Monday
2020-04-13,The Bahamas,1,Easter Monday
2020-04-13,Togo,1,Easter Monday
2020-04-13,Tonga,1,Easter Monday
2020-04-13,Trinidad and Tobago,1,Easter Monday
2020-04-13,Turks and Caicos Islands,1,Easter Monday
2020-04-13,Tuvalu,1,Easter Monday
2020-04-13,Uganda,1,Easter Monday
2020-04-13,US Virgin Islands,1,Easter Monday
2020-04-13,Vanuatu,1,Easter Monday
2020-04-13,Vatican City (Holy See),1,Easter Monday
2020-04-13,Wallis and Futuna,1,Easter Monday
2020-04-13,Zambia,1,Easter Monday
2020-04-13,Zimbabwe,1,Easter Monday
