 tDate,Country,Number,HolidayName
2021-07-21,Afghanistan,1,Eid al-Qurban Holiday
2021-07-21,Algeria,1,Eid al-Adha Holiday
2021-07-21,Azerbaijan,1,Feast of the Sacrifice (day 2)
2021-07-21,Bahrain,1,Eid al-Adha Holiday
2021-07-21,Bangladesh,1,Eid al-Adha Day 2
2021-07-21,Belgium,1,Belgian National Day
2021-07-21,Comoros,1,Eid al-Adha Holiday
2021-07-21,Djibouti,1,Eid al-Adha Holiday
2021-07-21,Egypt,1,Eid al-Adha Day 2
2021-07-21,Guam,1,Liberation Day
2021-07-21,India,1,Bakr Id/Eid ul-Adha
2021-07-21,Iraq,1,Eid al-Adha holiday
2021-07-21,Jordan,1,Eid al-Adha holiday
2021-07-21,Kuwait,1,Eid al-Adha holiday
2021-07-21,Lebanon,1,Eid al-Adha holiday
2021-07-21,Maldives,1,Eid ul Adha Holiday
2021-07-21,Morocco,1,Eid al-Adha holiday
2021-07-21,Niger,1,Eid al-Adha Holiday
2021-07-21,Nigeria,1,Id el Kabir additional holiday
2021-07-21,Oman,1,Eid al-Adha Holiday
2021-07-21,Pakistan,1,Eid al-Adha
2021-07-21,Qatar,1,Eid al-Adha Holiday
2021-07-21,Saudi Arabia,1,Eid al-Adha Holiday
2021-07-21,Sudan,1,Eid al-Adha holiday
2021-07-21,Tunisia,1,Eid al-Adha Holiday
2021-07-21,Turkey,1,Sacrifice Feast Day 2
2021-07-21,United Arab Emirates,1,Eid al-Adha Holiday
2021-07-21,Yemen,1,Eid al-Adha holiday
