 tDate,Country,Number,HolidayName
2021-05-10,Azerbaijan,1,Victory Day over Fascism observed
2021-05-10,Bangladesh,1,Shab-e-qadr
2021-05-10,Belarus,1,Public Holiday
2021-05-10,El Salvador,1,Mothers` Day
2021-05-10,Georgia,1,Nationwide Public Holiday
2021-05-10,Guinea,1,Day off for Lailat al-Qadr
2021-05-10,Kazakhstan,1,Day off for Victory Day
2021-05-10,Kosovo,1,Day off for Europe Day
2021-05-10,Kyrgyzstan,1,Day off for Victory Day
2021-05-10,Micronesia,1,Constitution Day
2021-05-10,Moldova,1,Memorial Day/Parents` Day
2021-05-10,Pakistan,1,Eid-ul-Fitr Holiday
2021-05-10,Qatar,1,Eid al-Fitr Public Sector Holiday
2021-05-10,Russia,1,Day off for Victory Day
2021-05-10,Samoa,1,Mother`s Day
2021-05-10,Saudi Arabia,1,Eid al-Fitr Holiday
2021-05-10,Thailand,1,Royal Ploughing Ceremony Day
2021-05-10,Tuvalu,1,Gospel Day
2021-05-10,Ukraine,1,Victory Day / Memorial Day observed
