 tDate,Country,Number,HolidayName
2022-06-06,Andorra,1,Whit Monday
2022-06-06,Anguilla,1,Whit Monday
2022-06-06,Antigua and Barbuda,1,Whit Monday
2022-06-06,Austria,1,Whit Monday
2022-06-06,Barbados,1,Whit Monday
2022-06-06,Belgium,1,Whit Monday
2022-06-06,Benin,1,Whit Monday
2022-06-06,British Virgin Islands,1,Whit Monday
2022-06-06,Central African Republic,1,Whit Monday
2022-06-06,Congo,1,Whit Monday
2022-06-06,Cook Islands,1,Queen`s Birthday
2022-06-06,Cote d`Ivoire,1,Whit Monday
2022-06-06,Denmark,1,Whit Monday
2022-06-06,Dominica,1,Whit Monday
2022-06-06,Equatorial Guinea,1,President`s Day observed
2022-06-06,Faroe Islands,1,Whit Monday
2022-06-06,France,1,Whit Monday
2022-06-06,French Guiana,1,Whit Monday
2022-06-06,French Polynesia,1,Whit Monday
2022-06-06,Gabon,1,Whit Monday
2022-06-06,Germany,1,Whit Monday
2022-06-06,Greenland,1,Whit Monday
2022-06-06,Grenada,1,Whit Monday
2022-06-06,Hungary,1,Whit Monday
2022-06-06,Iceland,1,Whit Monday
2022-06-06,Ireland,1,June Bank Holiday
2022-06-06,Liechtenstein,1,Whit Monday
2022-06-06,Luxembourg,1,Whit Monday
2022-06-06,Madagascar,1,Whit Monday
2022-06-06,Malaysia,1,The Yang di-Pertuan Agong`s Birthday
2022-06-06,Martinique,1,Whit Monday
2022-06-06,Monaco,1,Whit Monday
2022-06-06,Montserrat,1,Whit Monday
2022-06-06,Netherlands,1,Whit Monday
2022-06-06,New Caledonia,1,Whit Monday
2022-06-06,New Zealand,1,Queen`s Birthday
2022-06-06,North Korea,1,Chosun Children`s Union Foundation Day
2022-06-06,Norway,1,Whit Monday
2022-06-06,Reunion,1,Whit Monday
2022-06-06,Saint Helena,1,Whit Monday
2022-06-06,Saint Kitts and Nevis,1,Whit Monday
2022-06-06,Saint Lucia,1,Whit Monday
2022-06-06,Saint Martin,1,Whit Monday
2022-06-06,Saint Pierre and Miquelon,1,Whit Monday
2022-06-06,Saint Vincent and the Grenadines,1,Whit Monday
2022-06-06,Senegal,1,Whit Monday
2022-06-06,Solomon Islands,1,Whit Monday
2022-06-06,South Korea,1,Memorial Day
2022-06-06,St. Barts,1,Whit Monday
2022-06-06,Sweden,1,National day
2022-06-06,The Bahamas,1,Whit Monday
2022-06-06,Togo,1,Whit Monday
2022-06-06,Tonga,1,Day off for Emancipation Day
2022-06-06,Wallis and Futuna,1,Whit Monday
