 tDate,Country,Number,HolidayName
2022-04-24,Albania,1,Easter Sunday (Orthodox)
2022-04-24,Armenia,1,Genocide Remembrance Day
2022-04-24,Bulgaria,1,Easter Sunday
2022-04-24,Egypt,1,Coptic Easter Sunday
2022-04-24,Eritrea,1,Coptic Easter
2022-04-24,Ethiopia,1,Ethiopian Easter Sunday
2022-04-24,Georgia,1,Orthodox Easter Sunday
2022-04-24,Kosovo,1,Orthodox Easter Day
2022-04-24,Moldova,1,Orthodox Easter Sunday
2022-04-24,Niger,1,Concord Day
2022-04-24,Romania,1,Orthodox Easter Day
2022-04-24,Serbia,1,Easter Day
2022-04-24,Sudan,1,Coptic Easter
2022-04-24,Syria,1,Orthodox Easter Day
2022-04-24,Ukraine,1,Orthodox Easter Day
