 tDate,Country,Number,HolidayName
2021-05-17,Brunei,1,Eid Al Fitr Holiday
2021-05-17,Cayman Islands,1,Discovery Day
2021-05-17,Colombia,1,Ascension Day
2021-05-17,Congo Democratic Republic,1,Liberation Day
2021-05-17,Indonesia,1,Idul Fitri Joint Holiday
2021-05-17,Israel,1,Shavuot
2021-05-17,Malawi,1,Day off for Eid al-Fitr
2021-05-17,Nauru,1,Constitution Day
2021-05-17,Norway,1,17 May Constitution Day (1814)
2021-05-17,Qatar,1,Eid al-Fitr Public Sector Holiday
2021-05-17,Saudi Arabia,1,Eid al-Fitr Holiday
