 tDate,Country,Number,HolidayName
2021-10-19,Afghanistan,1,The Prophet`s Birthday
2021-10-19,Algeria,1,The Prophet`s Birthday
2021-10-19,Bahrain,1,The Prophet`s Birthday
2021-10-19,Bangladesh,1,Eid e-Milad-un Nabi
2021-10-19,Benin,1,Maouloud
2021-10-19,Brunei,1,Milad un Nabi (Mawlid)
2021-10-19,Burkina Faso,1,The Prophet`s Birthday
2021-10-19,Chad,1,The Prophet`s Birthday
2021-10-19,Comoros,1,The Prophet`s Birthday
2021-10-19,Djibouti,1,Milad un Nabi (Mawlid)
2021-10-19,Egypt,1,Prophet Mohamed`s Birthday
2021-10-19,Eritrea,1,The Prophet`s Birthday
2021-10-19,Ethiopia,1,The Prophet`s Birthday
2021-10-19,Fiji,1,The Prophet`s Birthday
2021-10-19,Gambia,1,The Prophet`s Birthday
2021-10-19,Guinea,1,The Prophet`s Birthday
2021-10-19,Guyana,1,Youman-Nabi (Mawlid)
2021-10-19,India,1,Milad un-Nabi/Id-e-Milad
2021-10-19,Indonesia,1,Maulid Nabi Muhammad (The Prophet Muhammad`s Birthday)
2021-10-19,Iraq,1,The Prophet`s Birthday
2021-10-19,Jordan,1,Prophet`s Birthday
2021-10-19,Kuwait,1,The Prophet`s Birthday
2021-10-19,Lebanon,1,The Prophet`s Birthday
2021-10-19,Libya,1,The Prophet`s Birthday
2021-10-19,Malaysia,1,The Prophet Muhammad`s Birthday
2021-10-19,Mali,1,The Prophet`s Birthday
2021-10-19,Mauritania,1,Milad un Nabi (Mawlid)
2021-10-19,Morocco,1,The Prophet Muhammad`s Birthday
2021-10-19,Myanmar,1,Full Moon Day of Thadingyut Holiday (End of Buddhist Lent)
2021-10-19,Niger,1,The Prophet`s Birthday
2021-10-19,Nigeria,1,Id el Maulud
2021-10-19,Oman,1,The Prophet`s Birthday
2021-10-19,Pakistan,1,Eid Milad un-Nabi
2021-10-19,Senegal,1,Maouloud
2021-10-19,Sierra Leone,1,The Prophet`s Birthday
2021-10-19,Somalia,1,The Prophet`s Birthday
2021-10-19,Sri Lanka,1,Milad-Un-Nabi (Holy Prophet`s Birthday)
2021-10-19,Sudan,1,The Prophet`s Birthday
2021-10-19,Syria,1,The Prophet`s Birthday
2021-10-19,Tanzania,1,Maulid
2021-10-19,Tunisia,1,The Prophet`s Birthday
