 tDate,Country,Number,HolidayName
2022-05-30,American Samoa,1,Memorial Day
2022-05-30,Anguilla,1,Anguilla Day
2022-05-30,Azerbaijan,1,Republic Day observed
2022-05-30,Colombia,1,Ascension Day
2022-05-30,Croatia,1,Statehood Day
2022-05-30,Gibraltar,1,Spring Bank Holiday
2022-05-30,Guam,1,Memorial Day
2022-05-30,Guernsey,1,Spring Bank Holiday
2022-05-30,Isle of Man,1,Late May Bank Holiday
2022-05-30,Jersey,1,Spring Bank Holiday
2022-05-30,Trinidad and Tobago,1,Indian Arrival Day
2022-05-30,Turks and Caicos Islands,1,JAGS McCartney Day
2022-05-30,United States,1,Memorial Day
2022-05-30,US Virgin Islands,1,Memorial Day
