 tDate,Country,Number,HolidayName
2020-05-09,Armenia,1,Victory and Peace Day
2020-05-09,Azerbaijan,1,Victory Day over Fascism
2020-05-09,Bangladesh,1,Public Holiday
2020-05-09,Belarus,1,Victory Day
2020-05-09,Georgia,1,Victory Day
2020-05-09,Jersey,1,Liberation Day
2020-05-09,Jordan,1,Public Holiday
2020-05-09,Kazakhstan,1,Victory Day
2020-05-09,Kosovo,1,Europe Day
2020-05-09,Kuwait,1,Public Holiday
2020-05-09,Kyrgyzstan,1,Victory Day
2020-05-09,Luxembourg,1,Europe Day
2020-05-09,Moldova,1,Victory Day
2020-05-09,Russia,1,Victory Day
2020-05-09,Tajikistan,1,Victory Day
2020-05-09,Ukraine,1,Victory Day / Memorial Day
2020-05-09,Uzbekistan,1,Remembrance Day
