 tDate,Country,Number,HolidayName
2021-10-11,American Samoa,1,Columbus Day
2021-10-11,Argentina,1,Day of respect for cultural diversity
2021-10-11,Belize,1,Pan American Day
2021-10-11,Canada,1,Thanksgiving Day
2021-10-11,Chile,1,Columbus Day
2021-10-11,Kenya,1,Huduma Day observed
2021-10-11,North Macedonia,1,Day of People’s Uprising
2021-10-11,Northern Mariana Islands,1,Commonwealth Cultural Day
2021-10-11,Samoa,1,Lotu a Tamaiti
2021-10-11,Sint Maarten,1,Constitution Day
2021-10-11,Taiwan,1,National Day observed
2021-10-11,The Bahamas,1,National Heroes Day
2021-10-11,Turks and Caicos Islands,1,National Heritage Day
2021-10-11,United States,1,Columbus Day
2021-10-11,US Virgin Islands,1,Puerto Rico Friendship Day (Columbus Day)
