 tDate,Country,Number,HolidayName
2022-07-12,Afghanistan,1,Eid al-Qurban Holiday
2022-07-12,Bahrain,1,Eid al-Adha Holiday
2022-07-12,Bangladesh,1,Eid al-Adha Day 3
2022-07-12,Egypt,1,Eid al-Adha Day 3
2022-07-12,Iraq,1,Eid al-Adha holiday
2022-07-12,Jordan,1,Eid al-Adha holiday
2022-07-12,Kiribati,1,Independence Day
2022-07-12,Kuwait,1,Eid al-Adha holiday
2022-07-12,Maldives,1,Eid ul Adha Holiday
2022-07-12,Mongolia,1,Naadam Holiday (National Day)
2022-07-12,Oman,1,Eid al-Adha Holiday
2022-07-12,Pakistan,1,Eid al-Adha Holiday
2022-07-12,Qatar,1,Eid al-Adha Holiday
2022-07-12,Sao Tome and Principe,1,Independence Day
2022-07-12,Saudi Arabia,1,Eid al-Adha Holiday
2022-07-12,Sudan,1,Eid al-Adha holiday
2022-07-12,Turkey,1,Sacrifice Feast Day 3
2022-07-12,United Arab Emirates,1,Eid al-Adha Holiday
2022-07-12,Yemen,1,Eid al-Adha holiday
