 tDate,Country,Number,HolidayName
2020-03-22,Albania,1,Nevruz Day
2020-03-22,Azerbaijan,1,Nowruz/Spring Holiday
2020-03-22,Brunei,1,Isra and Mi`raj
2020-03-22,Comoros,1,Isra and Mi`raj
2020-03-22,Djibouti,1,Isra and Miraj
2020-03-22,Indonesia,1,Ascension of the Prophet Muhammad
2020-03-22,Iran,1,Norooz Holiday
2020-03-22,Iran,2,Prophet`s Ascension
2020-03-22,Kazakhstan,1,Nauryz Holiday
2020-03-22,Kuwait,1,Public Holiday
2020-03-22,Kuwait,2,Isra and Miraj
2020-03-22,Maldives,1,Public Holiday
2020-03-22,Oman,1,Isra and Mi`raj
2020-03-22,Tajikistan,1,Navruz Celebration
2020-03-22,Turkmenistan,1,Nowruz Bayram (Spring Festival)
