 tDate,Country,Number,HolidayName
2020-08-20,Algeria,1,Muharram
2020-08-20,Bahrain,1,Muharram
2020-08-20,Brunei,1,Muharram/Islamic New Year
2020-08-20,Cambodia,1,Khmer New Year Replacement Holiday (Day 4)
2020-08-20,Djibouti,1,Muharram
2020-08-20,Egypt,1,Muharram
2020-08-20,Estonia,1,Independence Restoration Day
2020-08-20,Hungary,1,Hungary National Day
2020-08-20,Indonesia,1,Muharram / Islamic New Year
2020-08-20,Iraq,1,Islamic New Year Holiday
2020-08-20,Jordan,1,Muharram/New Year
2020-08-20,Kuwait,1,Islamic New Year
2020-08-20,Lebanon,1,Muharram
2020-08-20,Malaysia,1,Muharram/New Year
2020-08-20,Maldives,1,Muharram/Islamic New Year
2020-08-20,Morocco,1,Anniversary of the Revolution of the King and the People
2020-08-20,Syria,1,Muharram
2020-08-20,Tunisia,1,Muharram
2020-08-20,Yemen,1,Muharram
