 tDate,Country,Number,HolidayName
2020-10-12,American Samoa,1,Columbus Day
2020-10-12,Argentina,1,Day of respect for cultural diversity
2020-10-12,Belize,1,Pan American Day
2020-10-12,Brazil,1,Our Lady of Aparecida / Children`s Day
2020-10-12,Canada,1,Thanksgiving Day
2020-10-12,Chile,1,Columbus Day
2020-10-12,Colombia,1,Columbus Day
2020-10-12,Equatorial Guinea,1,Independence Day
2020-10-12,Guatemala,1,Dia de la raza
2020-10-12,Honduras,1,Columbus Day
2020-10-12,North Macedonia,1,Day of People’s Uprising observed
2020-10-12,Northern Mariana Islands,1,Commonwealth Cultural Day
2020-10-12,Samoa,1,Lotu a Tamaiti
2020-10-12,Sint Maarten,1,Constitution Day
2020-10-12,Spain,1,Hispanic Day
2020-10-12,The Bahamas,1,National Heroes Day
2020-10-12,Turks and Caicos Islands,1,National Heritage Day
2020-10-12,United States,1,Columbus Day
2020-10-12,US Virgin Islands,1,Puerto Rico Friendship Day (Columbus Day)
2020-10-12,Venezuela,1,Indigenous Resistance`s Day
