 tDate,Country,Number,HolidayName
2022-04-17,Albania,1,Easter Sunday
2022-04-17,Belgium,1,Easter Sunday
2022-04-17,Croatia,1,Easter Sunday
2022-04-17,Denmark,1,Easter Sunday
2022-04-17,Estonia,1,Easter Sunday
2022-04-17,Faroe Islands,1,Easter Sunday
2022-04-17,Gabon,1,Easter Sunday
2022-04-17,Gabon,2,Women`s Rights Day
2022-04-17,Hungary,1,Easter Sunday
2022-04-17,Iceland,1,Easter Sunday
2022-04-17,Italy,1,Easter Sunday
2022-04-17,Kosovo,1,Easter
2022-04-17,Latvia,1,Easter Sunday
2022-04-17,Lithuania,1,Easter Sunday
2022-04-17,Netherlands,1,Easter Sunday
2022-04-17,Norway,1,Easter Sunday
2022-04-17,Poland,1,Easter Sunday
2022-04-17,Portugal,1,Easter Sunday
2022-04-17,San Marino,1,Easter Sunday
2022-04-17,Sint Maarten,1,Easter Sunday
2022-04-17,Slovenia,1,Easter Sunday
2022-04-17,Sweden,1,Easter Sunday
2022-04-17,Syria,1,Independence Day
2022-04-17,Vatican City (Holy See),1,Easter Sunday
