 tDate,Country,Number,HolidayName
2020-01-20,American Samoa,1,Martin Luther King Jr. Day
2020-01-20,Azerbaijan,1,Martyrs’ Day
2020-01-20,Cabo Verde,1,National Heroes` Day
2020-01-20,Eritrea,1,Timket
2020-01-20,Ethiopia,1,Epiphany / Timkat
2020-01-20,Guam,1,Martin Luther King Jr. Day
2020-01-20,Guinea-Bissau,1,Heroes Day
2020-01-20,Mali,1,Army Day
2020-01-20,Northern Mariana Islands,1,Martin Luther King Jr. Day
2020-01-20,United States,1,Martin Luther King Jr. Day
2020-01-20,US Virgin Islands,1,Martin Luther King Jr. Day
